iso3,country_name,income_level,isco_major,transport_mass,exposed_mass,sub_only_mass,both_mass,aug_only_mass,exposed_share,sub_only_share,both_share,aug_only_share,isco_major_label
AGO,Angola,Lower middle income,9,616.2496558996559,158.47118437118436,99.79635364635364,57.90513375513375,0.7696969696969695,0.25715419530715045,0.16194143508390618,0.09396375835796403,0.0012490018652802292,Elementary occupations
ARE,United Arab Emirates,High income,1,1541.9659190482719,938.0565400285988,224.97545395780688,592.1554798143032,120.92560625648859,0.6083510202401773,0.1459017032598656,0.3840263085579686,0.07842300842234307,Managers
ARE,United Arab Emirates,High income,2,8695.235878526359,4387.755475123431,818.6161093851108,2854.4578277458695,714.6815379924512,0.5046160376119726,0.09414535969136323,0.3282783661792547,0.08219231174135476,Professionals
ARE,United Arab Emirates,High income,3,4902.664612511671,2942.0791034129265,1031.142284431255,1673.4957407788288,237.44107820284287,0.6000979744575425,0.2103228276720714,0.341344120604955,0.04843102618051616,Technicians
ARE,United Arab Emirates,High income,4,883.5203459938754,748.0914887400181,489.4662680456798,240.51429746723863,18.110923227099697,0.8467167645115034,0.5539954685424673,0.27222270382090996,0.020498592148126087,Clerical support
ARE,United Arab Emirates,High income,5,1531.5416139416138,719.9156704406704,326.23018370518366,366.3161394161394,27.369347319347316,0.4700594903117764,0.21300771767186233,0.23918131644714438,0.017870456192769637,Service and sales
ARE,United Arab Emirates,High income,6,237.80710955710953,124.41837606837606,42.64561965811965,69.27396076146076,12.498795648795648,0.5231903129393064,0.17932861526950386,0.29130315275466806,0.05255854491513448,Skilled agriculture
ARE,United Arab Emirates,High income,7,3286.4003068568854,1662.056173358805,880.6600615028246,738.6036702332755,42.79244162270478,0.5057375907283784,0.26797102582584903,0.22474549697802224,0.01302106792450719,Craft and trades
ARE,United Arab Emirates,High income,8,2120.6145576645577,1376.6692474192473,881.1237484737484,475.1675602175602,20.377938727938727,0.6491840973379808,0.4155039610046504,0.22407068672624053,0.009609449607089864,Plant and machine operators
ARE,United Arab Emirates,High income,9,616.2496558996559,356.95792540792536,240.14027084027083,114.01532356532356,2.8023310023310017,0.5792423930635816,0.38968017027075297,0.18501482714643286,0.004547395646395795,Elementary occupations
ARG,Argentina,Upper middle income,1,1542.1477372300901,859.3669131522072,202.45202265055204,560.4931091784032,96.4217813232519,0.5572532983744791,0.1312792657687802,0.3634496849083513,0.06252434769734753,Managers
ARG,Argentina,Upper middle income,2,8695.090423980902,4102.866613413246,714.3982134996066,2770.2559454004886,618.2124545131511,0.471860143293923,0.08216110226172108,0.3186000156778327,0.07109902535436921,Professionals
ARG,Argentina,Upper middle income,3,4904.95552160258,2731.8598557488262,922.7925804587569,1583.1250668449197,225.9422084451496,0.5569591495207391,0.18813474992679566,0.32276033082715305,0.046064068766790416,Technicians
ARG,Argentina,Upper middle income,4,883.4294369029662,708.8629151893857,464.7719856940445,232.31307646601763,11.777853029323616,0.8023990208821233,0.5260997271308879,0.2629673256988541,0.013331968052381377,Clerical support
ARG,Argentina,Upper middle income,5,1532.3052503052502,629.5014430014429,270.55574425574423,326.55261405261405,32.39308469308469,0.4108198695240652,0.17656778517325245,0.2131119853485861,0.02114009900222666,Service and sales
ARG,Argentina,Upper middle income,6,237.80710955710953,124.27691336441335,36.81136363636363,71.51927933177933,15.946270396270394,0.522595449714964,0.1547950509340149,0.30074491660479113,0.06705548217615794,Skilled agriculture
ARG,Argentina,Upper middle income,7,3286.4003068568854,1540.8807279708594,792.6402454270875,706.4782991131675,41.76218343060448,0.46886580577414755,0.24118797815752668,0.2149702510796208,0.012707576537000099,Craft and trades
ARG,Argentina,Upper middle income,8,2120.6145576645577,1271.0153651903652,791.444905094905,446.2619602619602,33.30849983349983,0.5993618032077174,0.3732148787880278,0.21043992112995324,0.01570700328973627,Plant and machine operators
ARG,Argentina,Upper middle income,9,616.2496558996559,319.36925296925295,201.13293928293928,113.00064935064934,5.235664335664334,0.5182465416601482,0.3263822338193562,0.18336829606124644,0.008496011779545495,Elementary occupations
AUS,Australia,High income,1,1542.04773723009,959.2450382950382,221.95471995324934,612.055848399966,125.23446994182287,0.6220592366472949,0.14393505116251232,0.3969110901192812,0.08121309536550135,Managers
AUS,Australia,High income,2,8696.74496943545,4608.599979015652,787.4775777370204,3019.8262876141744,801.2961136644573,0.5299224014516342,0.09054854207000389,0.3472363853634088,0.0921374740182215,Professionals
AUS,Australia,High income,3,4905.319157966216,3013.402977169889,1015.8945071268599,1731.7479500075087,265.76052003552,0.6143133362232172,0.20710059313409848,0.3530347148146636,0.054178028274455114,Technicians
AUS,Australia,High income,4,883.4203459938753,749.2453330982743,511.0612480656598,226.10531527296232,12.078769759652111,0.8481187200362134,0.5785029180991977,0.25594306979491943,0.013672732142096094,Clerical support
AUS,Australia,High income,5,1532.3961593961592,733.7261016761016,328.6941364191364,362.1015068265068,42.93045843045843,0.47880967149201575,0.2144968416970311,0.23629758180103566,0.02801524799394902,Service and sales
AUS,Australia,High income,6,237.80710955710953,129.3252428127428,36.61427738927738,79.90692501942502,12.804040404040403,0.5438241230617424,0.15396628577449845,0.33601571108720496,0.05384212620003905,Skilled agriculture
AUS,Australia,High income,7,3286.4003068568854,1710.3453129472866,881.3368083670715,784.7058893591787,44.30261522103627,0.5204312175174611,0.2681769492682352,0.23877367821623402,0.013480590032991844,Craft and trades
AUS,Australia,High income,8,2120.6145576645577,1412.025788100788,880.9009407259407,502.9909257409257,28.13392163392163,0.6658568776665659,0.415398893467977,0.23719111232305784,0.013266871875531046,Plant and machine operators
AUS,Australia,High income,9,616.2496558996559,386.08422688422684,237.0657842157842,141.55935175935173,7.459090909090908,0.6265061946697348,0.3846911425365334,0.2297110438993931,0.012104008233808207,Elementary occupations
AUT,Austria,High income,1,1542.1477372300901,933.658376427494,213.51370100487745,594.0113507407625,126.13332468185408,0.6054273231334328,0.1384521702106035,0.3851844647567222,0.08179068816610717,Managers
AUT,Austria,High income,2,8697.544969435448,4368.986323196927,740.1047986628095,2852.1347510461674,776.7467734879499,0.5023240855379578,0.08509352941130573,0.32792411664084764,0.08930643948580447,Professionals
AUT,Austria,High income,3,4905.319157966216,2948.9535604917955,976.9187837489308,1690.0206914817206,282.01408526114403,0.6011746566383368,0.19915498916363455,0.34452818197102114,0.057491485503681126,Technicians
AUT,Austria,High income,4,883.5203459938754,744.1867225911343,494.12290683173035,233.16260014495307,16.901215614450905,0.8422972102062866,0.5592660192515314,0.2639017892481781,0.019129401706577186,Clerical support
AUT,Austria,High income,5,1532.3961593961592,713.8107503607503,305.1864663114663,368.126837051837,40.49744699744699,0.465813455602778,0.19915637639794467,0.24022954821088655,0.02642753099394677,Service and sales
AUT,Austria,High income,6,237.80710955710953,135.04250194250193,42.94919386169386,74.00694444444443,18.086363636363636,0.567865705083436,0.18060517173637983,0.311205769172648,0.07605476417440826,Skilled agriculture
AUT,Austria,High income,7,3286.4003068568854,1789.7724182250497,907.8434574927995,830.241531494821,51.687429237429235,0.544599638239685,0.2762425063065617,0.2526294589744803,0.01572767295864304,Craft and trades
AUT,Austria,High income,8,2120.6145576645577,1444.8016733266732,877.7390137640137,545.3736707736707,21.688988788988787,0.6813127204586579,0.4139078507178936,0.257177179512666,0.010227690228098297,Plant and machine operators
AUT,Austria,High income,9,616.2496558996559,389.7876734376734,232.6216783216783,149.9216228216228,7.244372294372294,0.632515847605021,0.3774796076471257,0.2432806596910045,0.011755580266890888,Elementary occupations
AZE,Azerbaijan,Upper middle income,1,1542.1477372300901,955.8806667189019,198.39671831436536,567.1614684335271,190.32247997100936,0.6198372851331322,0.12864961866151242,0.3677737578192264,0.1234139086523933,Managers
AZE,Azerbaijan,Upper middle income,2,8697.544969435448,4645.159620977577,779.2509050632889,2724.0087640386787,1141.8999518756098,0.5340771030562538,0.08959435194663552,0.3131928347150003,0.13128991639461793,Professionals
AZE,Azerbaijan,Upper middle income,3,4905.319157966216,2915.8423023055375,920.8361240067121,1610.2903850234732,384.71579327535204,0.5944245844982834,0.18772195943892425,0.3282743350977212,0.07842828996163793,Technicians
AZE,Azerbaijan,Upper middle income,4,883.5203459938754,725.3257249286661,458.43402022813785,243.6602379646497,23.2314667358785,0.8209496569235702,0.5188720580197208,0.2757833920514364,0.02629420685241304,Clerical support
AZE,Azerbaijan,Upper middle income,5,1532.3961593961592,659.9782079032078,262.5879953379953,332.08463758463756,65.30557498057497,0.43068380448256427,0.17135777437700453,0.21670939041996526,0.042616639685594516,Service and sales
AZE,Azerbaijan,Upper middle income,6,237.80710955710953,115.94252136752135,32.30532245532245,65.09218142968142,18.54501748251748,0.4875485917281951,0.1358467478768304,0.2737183995504116,0.07798344430095301,Skilled agriculture
AZE,Azerbaijan,Upper middle income,7,3286.4003068568854,1525.4981230757546,781.6836254388885,655.5041431521694,88.31035448469659,0.4641851206905289,0.23785405077036736,0.19945961597693915,0.026871453943222347,Craft and trades
AZE,Azerbaijan,Upper middle income,8,2120.6145576645577,1258.8848207348206,741.9722333222333,475.84478576978574,41.06780164280164,0.5936415065080172,0.3498854757176479,0.2243900401654489,0.019365990624920445,Plant and machine operators
AZE,Azerbaijan,Upper middle income,9,616.2496558996559,302.488011988012,184.5330558330558,106.35339660339659,11.60155955155955,0.49085303187133333,0.29944528823088445,0.1725816730041536,0.01882607063629523,Elementary occupations
BDI,Burundi,Low income,1,1542.1477372300901,166.08162425809485,74.5811716061716,81.58378598525657,9.916666666666664,0.1076950153662971,0.048361885055273404,0.05290270446578114,0.006430425845242535,Managers
BDI,Burundi,Low income,2,8697.544969435448,809.8390219816303,244.05308580308576,473.51232816890706,92.27360800963741,0.093111219870381,0.028059997006135293,0.05444206725379454,0.010609155610451167,Professionals
BDI,Burundi,Low income,3,4905.319157966216,567.2682783719548,275.13845043845043,254.06303190273775,38.06679603076662,0.11564350047452339,0.056089816294955415,0.05179337444132265,0.007760309738245332,Technicians
BDI,Burundi,Low income,4,883.5203459938754,250.26339412221762,173.77730325230323,71.46588884971237,5.02020202020202,0.2832570809002654,0.1966873813831876,0.08088765490659994,0.005682044610477844,Clerical support
BDI,Burundi,Low income,5,1532.3961593961592,92.24885392385391,58.936216561216554,31.676273726273724,1.6363636363636362,0.06019908974465492,0.038460169845662084,0.02067107355499753,0.0010678463439953057,Service and sales
BDI,Burundi,Low income,6,237.80710955710953,7.21811383061383,2.588694638694638,3.4267676767676765,1.2026515151515151,0.03035280923289804,0.010885690690727484,0.014409862191040743,0.005057256351129812,Skilled agriculture
BDI,Burundi,Low income,7,3286.4003068568854,124.31193784285888,71.43862526362526,47.17394389236494,5.699368686868686,0.03782617034920827,0.021737651714117925,0.014354290253058708,0.0017342283820316353,Craft and trades
BDI,Burundi,Low income,8,2120.6145576645577,116.41745476745476,92.53462648462649,23.226262626262624,0.6565656565656565,0.05489797961948626,0.0436357593369232,0.01095260925297137,0.0003096110295916931,Plant and machine operators
BDI,Burundi,Low income,9,616.2496558996559,33.351320901320896,25.95182595182595,6.8717171717171714,0.5277777777777776,0.054119820728551454,0.0421125199882492,0.011150865734253806,0.0008564350060484509,Elementary occupations
BEL,Belgium,High income,1,1541.9255150078677,948.3820465482229,215.89491505226798,591.3337747220099,141.153356773945,0.6150634627402114,0.14001643591141066,0.3835034630184407,0.09154356381036004,Managers
BEL,Belgium,High income,2,8697.544969435448,4465.355603237492,758.1095298535313,2930.6227687731944,776.6233046107659,0.5134041409305108,0.08716362289791525,0.3369482743776396,0.08929224365495589,Professionals
BEL,Belgium,High income,3,4904.95552160258,3016.7498935704816,1028.3243402838991,1718.8632064830592,269.56234680352327,0.6150412333575715,0.20965008464499146,0.3504340047351664,0.05495714397741369,Technicians
BEL,Belgium,High income,4,883.5203459938754,742.0133861236802,493.1721992060227,235.93180022591784,12.90938669173963,0.8398373500827381,0.5581899742798242,0.26703606916999434,0.014611306632919487,Clerical support
BEL,Belgium,High income,5,1532.3961593961592,743.1655566655567,325.53329448329447,378.7615218115218,38.870740370740364,0.4849696027418922,0.21243416233278142,0.24716945385765832,0.025365986551452453,Service and sales
BEL,Belgium,High income,6,237.80710955710953,133.126418026418,42.943677156177145,74.46758935508934,15.715151515151513,0.5598084021724659,0.18058197350009922,0.31314282190207565,0.0660836067702909,Skilled agriculture
BEL,Belgium,High income,7,3284.94576140234,1819.9937702648228,947.5617348294979,817.2285599634283,55.20347547189652,0.5540407368820207,0.2884558235217207,0.24877992494297815,0.016804988417321757,Craft and trades
BEL,Belgium,High income,8,2119.5438505938505,1433.7276723276723,907.5839688089687,500.22085969585964,25.92284382284382,0.6764321822952485,0.4281977787601249,0.23600401546573738,0.012230388069386155,Plant and machine operators
BEL,Belgium,High income,9,615.360767010767,390.4856532356532,248.8763403263403,136.56991896991894,5.039393939393938,0.6345637781435307,0.4044397265287238,0.22193471909711363,0.008189332517693257,Elementary occupations
BEN,Benin,Lower middle income,1,1542.1477372300901,464.60562460415395,120.08698164580517,300.8649688546747,43.6536741036741,0.3012717999629852,0.07786995937334638,0.19509477697322933,0.028307063616409486,Managers
BEN,Benin,Lower middle income,2,8697.544969435448,2260.291054864468,426.1361721611721,1435.4072884116226,398.7475942916732,0.259876903517888,0.04899499498521504,0.1650359145547245,0.045845993977948425,Professionals
BEN,Benin,Lower middle income,3,4905.319157966216,1400.7544477581241,500.0852187028657,784.8657117392411,115.8035173160173,0.2855582690238015,0.1019475395175316,0.16000298583316902,0.023607743673100846,Technicians
BEN,Benin,Lower middle income,4,883.5203459938754,511.6612457803634,292.02325419678357,211.92341726900548,7.714574314574314,0.5791165399873093,0.3305223875385524,0.2398625206877517,0.008731631761005073,Clerical support
BEN,Benin,Lower middle income,5,1532.3961593961592,270.7639499389499,122.45789488289488,143.58229548229548,4.7237595737595734,0.17669317968379955,0.07991268715470379,0.09369789567919179,0.0030825968499039904,Service and sales
BEN,Benin,Lower middle income,6,237.80710955710953,32.704885392385386,8.927972027972025,15.158216783216782,8.61869658119658,0.13752694548659525,0.03754291469502079,0.06374164679705056,0.03624238399452391,Skilled agriculture
BEN,Benin,Lower middle income,7,3286.4003068568854,435.19931669207983,208.0617854367854,203.40629326813536,23.731237987159037,0.13242431720325168,0.06330993366896798,0.06189334051720352,0.007221043017080169,Craft and trades
BEN,Benin,Lower middle income,8,2120.6145576645577,362.4784826284826,226.26399433899434,126.7002775002775,9.51421078921079,0.17093086592203807,0.10669736917593355,0.05974696205038462,0.00448653469571992,Plant and machine operators
BEN,Benin,Lower middle income,9,616.2496558996559,99.54099234099233,58.956726606726605,38.091530691530686,2.4927350427350423,0.16152705545234516,0.09567019801521244,0.06181184902395003,0.004045008413182684,Elementary occupations
BFA,Burkina Faso,Low income,1,1542.1477372300901,258.0973562385327,83.05287131169483,153.70545173780465,21.339033189033188,0.1673622766532804,0.05385532741556216,0.09966973204128991,0.013837217196428296,Managers
BFA,Burkina Faso,Low income,2,8697.544969435448,1238.4700838935746,279.42629037629035,771.5704279939187,187.47336552336552,0.14239306473789498,0.03212703025488671,0.0887112893012154,0.021554745181792866,Professionals
BFA,Burkina Faso,Low income,3,4905.319157966216,853.4841206995618,324.0500140382493,465.39337321175555,64.04073344955697,0.17399155757551626,0.06606094396773216,0.0948752483222134,0.013055365285570686,Technicians
BFA,Burkina Faso,Low income,4,883.5203459938754,357.3442616207322,220.30616115910232,131.73964532199824,5.298455139631609,0.4044550453659947,0.249350410726851,0.14910765317328806,0.005996981465855613,Clerical support
BFA,Burkina Faso,Low income,5,1532.3961593961592,155.8931041181041,80.17588522588522,67.07479464979464,8.642424242424243,0.10173159411958706,0.05232059917030759,0.04377118425840056,0.005639810690878911,Service and sales
BFA,Burkina Faso,Low income,6,237.80710955710953,16.932332944832943,4.318570318570318,10.012752525252525,2.6010101010101008,0.07120196270148363,0.018159971443297875,0.04210451295547981,0.010937478302705944,Skilled agriculture
BFA,Burkina Faso,Low income,7,3286.4003068568854,231.48810611902715,113.16440226440226,108.45521123613229,9.868492618492617,0.07043819513893074,0.0344341503462896,0.033001217474890904,0.003002827317750237,Craft and trades
BFA,Burkina Faso,Low income,8,2120.6145576645577,192.6857781107781,121.78579753579753,64.6180402930403,6.2819402819402805,0.0908631780416446,0.057429482927779565,0.03047137446995763,0.002962320643907401,Plant and machine operators
BFA,Burkina Faso,Low income,9,616.2496558996559,46.60485625485625,30.72000777000777,14.430303030303028,1.4545454545454544,0.07562658381823897,0.049849939023754876,0.023416326308915162,0.002360318485568937,Elementary occupations
BGD,Bangladesh,Lower middle income,1,1542.1477372300901,550.2519573563691,126.16003359385711,396.07729117287937,28.014632589632587,0.3568088478634981,0.08180800746137197,0.2568348554492508,0.01816598495287535,Managers
BGD,Bangladesh,Lower middle income,2,8697.544969435448,2737.9319592258444,469.69172260488045,2013.4699138881413,254.7703227328227,0.31479365370887663,0.0540027932313603,0.2314986494423189,0.029292211035197403,Professionals
BGD,Bangladesh,Lower middle income,3,4905.319157966216,1835.6804856907797,602.0666567093037,1143.4447484704838,90.16908051099227,0.37422243621185036,0.12273750949141611,0.2331030278862762,0.01838189883415804,Technicians
BGD,Bangladesh,Lower middle income,4,883.5203459938754,568.828880759763,320.9470886956181,240.9466476334123,6.935144430732665,0.6438209186002223,0.3632594202848645,0.27271205323785785,0.007849445077499935,Clerical support
BGD,Bangladesh,Lower middle income,5,1532.3961593961592,360.818623043623,153.30330225330223,196.191428016428,11.323892773892773,0.2354604067826714,0.10004155995386428,0.1280291828020094,0.007389664026797714,Service and sales
BGD,Bangladesh,Lower middle income,6,237.80710955710953,50.4287296037296,10.759965034965033,37.03025446775446,2.6385101010101004,0.2120572833068269,0.04524660787057344,0.155715506305591,0.01109516913066243,Skilled agriculture
BGD,Bangladesh,Lower middle income,7,3286.4003068568854,841.0693626548889,443.59335898020106,381.62041898160317,15.855584693084692,0.2559241979438859,0.1349784924419186,0.11612110009403726,0.004824605407930046,Craft and trades
BGD,Bangladesh,Lower middle income,8,2120.6145576645577,777.4278527028526,475.2489066489066,293.1654068154068,9.013539238539238,0.3666049777376976,0.22410904656445457,0.13824549386205817,0.004250437311184871,Plant and machine operators
BGD,Bangladesh,Lower middle income,9,616.2496558996559,166.56214896214894,102.22896547896546,62.05389055389055,2.2792929292929287,0.27028355694411993,0.16588888042415628,0.10069602467087592,0.0036986518490877123,Elementary occupations
BGR,Bulgaria,High income,1,1542.1477372300901,1062.0577936769112,229.56633236045,610.0381335984276,222.4533277180336,0.688687450648868,0.14886143967813537,0.3955769728613292,0.14424903810940345,Managers
BGR,Bulgaria,High income,2,8697.544969435448,5141.35272479928,774.9939856754871,2938.513715214953,1427.8450239088395,0.5911268918834922,0.08910491275399424,0.3378555357335152,0.1641664433959828,Professionals
BGR,Bulgaria,High income,3,4905.319157966216,3195.2009554987494,970.1789568274861,1727.5066952655186,497.51530340574453,0.6513747327347207,0.19778100579896415,0.3521700912080421,0.10142363572771446,Technicians
BGR,Bulgaria,High income,4,883.5203459938754,760.7399510620098,489.4841981547864,244.10153882065646,27.154214086567023,0.8610327475891352,0.554015762482712,0.27628287218000136,0.030734112926421798,Clerical support
BGR,Bulgaria,High income,5,1532.3961593961592,747.0231518481518,301.3302614052614,373.5237623487623,72.16912809412808,0.4874869642994383,0.19663992209690778,0.24375143467858168,0.047095607523948854,Service and sales
BGR,Bulgaria,High income,6,237.80710955710953,127.56362665112664,28.652214452214448,81.74108391608391,17.170328282828283,0.5364163707666282,0.12048510452684175,0.3437285120210157,0.07220275421877081,Skilled agriculture
BGR,Bulgaria,High income,7,3286.4003068568854,1716.4683510203245,844.8816080118711,755.6953089308352,115.89143407761827,0.5222943618399171,0.25708420433416895,0.22994621420711298,0.03526394329863512,Craft and trades
BGR,Bulgaria,High income,8,2120.6145576645577,1362.902575202575,805.4241203241203,503.39842657342655,54.0800283050283,0.6426922659172659,0.37980693729233733,0.23738327399196085,0.025502054632967754,Plant and machine operators
BGR,Bulgaria,High income,9,616.2496558996559,345.6908702408702,212.48832278832276,122.48133533133532,10.721212121212119,0.5609591290338329,0.344808829918312,0.19875278494480653,0.017397514170714373,Elementary occupations
BLR,Belarus,Upper middle income,1,1542.1477372300901,1006.7980865539688,213.29854540883952,617.6017120134767,175.89782913165266,0.6528544978202393,0.13831265335962759,0.4004815473274788,0.11406029713313291,Managers
BLR,Belarus,Upper middle income,2,8697.544969435448,4847.069607752928,834.4248659063674,2872.4866771386505,1140.15806470791,0.5572916983799795,0.0959379766173867,0.3302640787984453,0.1310896429641475,Professionals
BLR,Belarus,Upper middle income,3,4905.319157966216,3011.2469010564596,1012.7238074017484,1653.0341954614012,345.4888981933099,0.6138737978274478,0.20645421323036434,0.336988102553303,0.07043148204378048,Technicians
BLR,Belarus,Upper middle income,4,883.5203459938754,752.3278969396616,489.9967227217227,240.9003049238343,21.430869294104586,0.8515116831784617,0.5545958561605319,0.27265960089786573,0.024256226120063958,Clerical support
BLR,Belarus,Upper middle income,5,1532.3961593961592,715.3603701853701,309.19307636807633,341.0660367410367,65.10125707625707,0.46682469529762977,0.20177098100396826,0.22257040690798507,0.04248330738567645,Service and sales
BLR,Belarus,Upper middle income,6,237.80710955710953,125.79979603729602,39.273387723387714,68.94540598290598,17.581002331002328,0.5289993065034295,0.16514808071352546,0.289921550753085,0.07392967503681902,Skilled agriculture
BLR,Belarus,Upper middle income,7,3286.4003068568854,1689.904950531924,873.3084589387221,718.7361000841263,97.86039150907571,0.5142115362532174,0.2657340486235393,0.21870010740460458,0.029777380225073504,Craft and trades
BLR,Belarus,Upper middle income,8,2120.6145576645577,1341.9764679764678,813.174975024975,485.2905566655566,43.51093628593628,0.6328243211979043,0.3834619412971154,0.22884430124822366,0.02051807865256526,Plant and machine operators
BLR,Belarus,Upper middle income,9,616.2496558996559,340.5159229659229,219.60616050616048,111.93901098901098,8.97075147075147,0.5525616439798373,0.35635908012891293,0.18164555536439608,0.014557008486528356,Elementary occupations
BOL,Bolivia,Lower middle income,1,1542.1477372300901,667.1422598643186,140.65383995089877,419.85494766671235,106.63347224670753,0.43260593246571694,0.09120646262045713,0.27225338891384665,0.06914608093141318,Managers
BOL,Bolivia,Lower middle income,2,8697.544969435448,3307.8009680206274,521.3935075545369,2119.8856839582845,666.5217765078058,0.38031432773785756,0.05994720457172643,0.24373379975704626,0.07663332340908487,Professionals
BOL,Bolivia,Lower middle income,3,4905.319157966216,2082.506732646438,647.8361239250944,1196.1066794316794,238.56392928966457,0.4245405172596072,0.13206808834711833,0.24383870670050237,0.048633722211986516,Technicians
BOL,Bolivia,Lower middle income,4,883.5203459938754,600.2491151005856,334.85754866048984,246.0528579263873,19.338708513708514,0.6793834661785442,0.379003777534752,0.27849144509468143,0.02188824354911072,Clerical support
BOL,Bolivia,Lower middle income,5,1532.3961593961592,420.3087773337773,174.9791847041847,223.19890664890664,22.13068598068598,0.2742820613041735,0.11418665051544846,0.14565352782981275,0.014441882958912255,Service and sales
BOL,Bolivia,Lower middle income,6,237.80710955710953,69.92540792540792,15.463199300699298,43.82204739704739,10.640161227661226,0.29404254589207435,0.06502412534889249,0.1842755983143704,0.04474282222881139,Skilled agriculture
BOL,Bolivia,Lower middle income,7,3286.4003068568854,787.2884923555976,377.06047424797424,350.97583279293804,59.25218531468531,0.23955952374790293,0.1147335805261639,0.1067964337943394,0.01802950942739965,Craft and trades
BOL,Bolivia,Lower middle income,8,2120.6145576645577,710.7996198246198,406.7955433455433,283.6332861582861,20.37079032079032,0.3351856740092488,0.1918290817514471,0.13375051356369672,0.00960607869410496,Plant and machine operators
BOL,Bolivia,Lower middle income,9,616.2496558996559,158.9786269286269,87.9605783105783,64.46975801975802,6.548290598290597,0.25797763196562895,0.14273529805410706,0.10461629860975638,0.01062603530176552,Elementary occupations
BRA,Brazil,Upper middle income,1,1541.8750099573629,885.4243124522535,210.57416080651373,562.564603860192,112.28554778554778,0.5742516784656481,0.1365701885345017,0.36485746265240304,0.07282402727874342,Managers
BRA,Brazil,Upper middle income,2,8695.95406034454,4258.451879836709,777.8947826167639,2873.484573390146,607.0725238297994,0.4897049651235147,0.08945479440423161,0.33043925410023345,0.0698109166190497,Professionals
BRA,Brazil,Upper middle income,3,4903.091885238944,2833.691979915509,982.0746457790575,1659.0167584049937,192.60057573145806,0.5779398074195816,0.20029701028766214,0.33836134366552756,0.03928145346639205,Technicians
