iso3,ilostat_year,sector_code,country_name,income_level,matched_weight,employment_weighted_occ_exposed_share,employment_weighted_occ_sub_only_share,employment_weighted_occ_both_share,employment_weighted_occ_aug_only_share,employment_weighted_occ_share_exposed,sub_only_share_exposed,aug_only_share_exposed
BRA,2025,MKT,Brazil,Upper middle income,0.9999999999999999,0.5422919156174681,0.26323666168748255,0.25100443523925386,0.028050818690731723,0.5422919156174681,0.48541505802784135,0.05172641871083825
BRA,2025,PUB,Brazil,Upper middle income,0.9724338145509461,0.537234166760068,0.22975605321192633,0.27088022621643726,0.036597887331704465,0.537234166760068,0.42766463383654596,0.06812278443200598
CHL,2025,AGR,Chile,High income,1.0,0.5351360821082392,0.27124147772046947,0.23966190883714455,0.02423269555062512,0.5351360821082392,0.5068644907139842,0.045283239835290534
CHL,2025,CON,Chile,High income,1.0,0.5288947966586837,0.2604184943061445,0.24746009165559002,0.021016210696949117,0.5288947966586837,0.4923824094155395,0.039736088972173594
CHL,2025,MAN,Chile,High income,1.0,0.5417721347462409,0.2718759396393745,0.2477455079532805,0.022150687153585775,0.5417721347462409,0.5018271007362122,0.04088561543306555
CHL,2025,MEL,Chile,High income,1.0000000000000002,0.5624279095791618,0.2692261735317429,0.2641958000649601,0.02900593598245877,0.5624279095791618,0.47868565721283657,0.051572718011384855
CHL,2025,MKT,Chile,High income,1.0,0.5329267174287283,0.24745731811645838,0.2563771116512636,0.02909228766100632,0.5329267174287283,0.4643364838422694,0.05458965878342742
CHL,2025,PUB,Chile,High income,1.0,0.5259894697712962,0.19948871632348808,0.2842284731893324,0.04227228025847576,0.5259894697712962,0.37926370733282383,0.0803671607282481
CIV,2022,AGR,Cote d'Ivoire,Lower middle income,0.9995600013477438,0.16975681082137378,0.05480870713613879,0.09993301623153523,0.015015087453699758,0.16975681082137378,0.3228660274126564,0.0884505745663386
CIV,2022,CON,Cote d'Ivoire,Lower middle income,1.0,0.24077793443173862,0.12404603678995937,0.1111955198784477,0.0055363777633315615,0.24077793443173862,0.5151885578000374,0.02299370902237366
CIV,2022,MAN,Cote d'Ivoire,Lower middle income,0.9967755752362703,0.23250622714242186,0.1129014055628528,0.114310171693772,0.005294649885797068,0.23250622714242186,0.48558443767484544,0.022772077766991704
CIV,2022,MEL,Cote d'Ivoire,Lower middle income,0.9999999999999999,0.25741018404548915,0.12673173839757318,0.1237698090466119,0.006908636601304064,0.25741018404548915,0.49233381681269195,0.026839018148882485
CIV,2022,MKT,Cote d'Ivoire,Lower middle income,0.9970499811270819,0.2321063118794557,0.10881163019609093,0.11837101765927321,0.0049236640240916014,0.2321063118794557,0.46880082370445053,0.02121296910981337
CIV,2022,PUB,Cote d'Ivoire,Lower middle income,0.9567331593552252,0.2948534903284634,0.13338683962743067,0.15224518776871523,0.009221462932317542,0.2948534903284634,0.4523834514519033,0.03127472875442287
CMR,2021,AGR,Cameroon,Lower middle income,0.9999999999999999,0.17523569773932698,0.04798041509860436,0.11266651932190519,0.014588763318817453,0.17523569773932698,0.2738050278430023,0.08325223403121357
CMR,2021,CON,Cameroon,Lower middle income,1.0,0.19616996280319304,0.09120137629444908,0.10089277828586332,0.004075808222880666,0.19616996280319304,0.4649099943294917,0.020776923055084173
CMR,2021,MAN,Cameroon,Lower middle income,1.0000000000000002,0.21001756622808035,0.09180889751953006,0.11335476267501507,0.004853906033535217,0.21001756622808035,0.43714865936416497,0.023111904974005105
CMR,2021,MEL,Cameroon,Lower middle income,1.0,0.25585049064729615,0.11673450827342424,0.13230458805651704,0.006811394317354855,0.25585049064729615,0.45626063869601535,0.026622557182212847
CMR,2021,MKT,Cameroon,Lower middle income,1.0,0.24006454422699755,0.1018521500592338,0.13177014702073508,0.0064422471470286504,0.24006454422699755,0.42426985787174626,0.026835479465626803
CMR,2021,PUB,Cameroon,Lower middle income,0.9460249084693564,0.24749026642597763,0.09708003139887356,0.13982134238217736,0.010588892644926703,0.24749026642597763,0.39225797766034337,0.04278508725955797
COD,2016,AGR,"Congo, Dem. Rep.",Low income,0.9968265505448078,0.03212929715027081,0.012869593644642303,0.016063606730255076,0.003196096775373435,0.03212929715027081,0.40055633910852073,0.09947608752301934
COD,2016,CON,"Congo, Dem. Rep.",Low income,0.9544370374900618,0.0719201704531186,0.0426006743011026,0.028352787821364647,0.0009667083306513614,0.0719201704531186,0.5923327771987413,0.013441407668541516
COD,2016,MAN,"Congo, Dem. Rep.",Low income,0.9543910116627949,0.06782634160676076,0.039961347101504584,0.026353103263254178,0.0015118912420020072,0.06782634160676076,0.5891714952457547,0.022290620519790878
COD,2016,MEL,"Congo, Dem. Rep.",Low income,0.9657907211933507,0.06437150445684539,0.04169224593618426,0.022236764989326863,0.0004424935313342758,0.06437150445684539,0.6476817077366074,0.006874059182987142
COD,2016,MKT,"Congo, Dem. Rep.",Low income,0.9649265553323869,0.08706250648317405,0.05193314140587499,0.03406344697230137,0.0010659181049976895,0.08706250648317405,0.5965040923317747,0.012243135972701312
COD,2016,PUB,"Congo, Dem. Rep.",Low income,0.9708204448061782,0.11858759985617205,0.05748102560048844,0.05810952660761846,0.0029970476480651593,0.11858759985617205,0.48471362663721845,0.02527285864373765
COL,2025,AGR,Colombia,Upper middle income,1.0,0.4497723211280704,0.21414063767185837,0.20993312659812643,0.02569855685808566,0.4497723211280704,0.47610897250140677,0.05713681267364633
COL,2025,CON,Colombia,Upper middle income,1.0,0.470181811947178,0.24129815901212798,0.21367231047998497,0.01521134245506503,0.470181811947178,0.513201814448825,0.03235204354687784
COL,2025,MAN,Colombia,Upper middle income,0.9999999999999999,0.4918317676101944,0.245372188410597,0.22970873845531942,0.016750840744278035,0.4918317676101944,0.4988945500671052,0.034058069948735115
COL,2025,MEL,Colombia,Upper middle income,1.0,0.4977576356275192,0.2655527015386171,0.2151600923253715,0.017044841763530598,0.4977576356275192,0.5334979968792178,0.03424325523814878
COL,2025,MKT,Colombia,Upper middle income,1.0,0.4867206214751879,0.22733808401280556,0.2369939022999436,0.02238863516243871,0.4867206214751879,0.4670812658887822,0.04599894513320932
COL,2025,PUB,Colombia,Upper middle income,0.9961769362401501,0.4760197254041174,0.19047115899705666,0.2542663670774179,0.03128219932964283,0.4760197254041174,0.40013291221357683,0.06571618288104716
CRI,2025,AGR,Costa Rica,High income,0.9999999999999999,0.5433495790105065,0.2580228467334272,0.2356051212792133,0.04972161099786618,0.5433495790105065,0.4748744762134764,0.0915094313469685
CRI,2025,CON,Costa Rica,High income,1.0,0.5506448542951952,0.2898687684516113,0.22490306861601486,0.035873017227569,0.5506448542951952,0.5264169204352822,0.06514728494736434
CRI,2025,MAN,Costa Rica,High income,1.0,0.58028974301094,0.2800826490653046,0.2500095509263705,0.05019754301926493,0.58028974301094,0.4826600029358511,0.08650427415588245
CRI,2025,MEL,Costa Rica,High income,0.9999999999999999,0.5863036168773483,0.2391983269397223,0.2706138747427863,0.07649141519483968,0.5863036168773483,0.407976891245686,0.13046382964893305
CRI,2025,MKT,Costa Rica,High income,1.0,0.587852215465591,0.25947690597695205,0.2635063705881061,0.06486893890053272,0.587852215465591,0.4413981935433229,0.11034905915793002
CRI,2025,PUB,Costa Rica,High income,1.0,0.5714477416576016,0.21779696205805588,0.2704946895361561,0.08315609006338957,0.5714477416576016,0.38113189742651016,0.14551827577825094
DOM,2025,AGR,Dominican Republic,Upper middle income,1.0,0.40468601223132195,0.14676501427504163,0.2168459031953096,0.04107509476097065,0.40468601223132195,0.3626639168124978,0.10149867680005648
DOM,2025,CON,Dominican Republic,Upper middle income,1.0,0.40404754837480117,0.20138022699720834,0.1754267486986285,0.027240572678964382,0.40404754837480117,0.4984072488676623,0.067419225258349
DOM,2025,MAN,Dominican Republic,Upper middle income,1.0000000000000002,0.45998672928664364,0.22162787822669774,0.2047566569922781,0.03360219406766777,0.45998672928664364,0.4818136352985717,0.0730503554304245
DOM,2025,MEL,Dominican Republic,Upper middle income,0.9999999999999999,0.506383179006216,0.23470467528944527,0.22975362601482943,0.04192487770194125,0.506383179006216,0.46349224267294276,0.08279279296800379
DOM,2025,MKT,Dominican Republic,Upper middle income,1.0,0.4600942434233323,0.2104451911242511,0.2146924270689429,0.03495662523013828,0.4600942434233323,0.4573958360322728,0.07597709758340689
DOM,2025,PUB,Dominican Republic,Upper middle income,0.9739154138754331,0.4878424077434302,0.2092003080511607,0.22917274373247049,0.04946935595979901,0.4878424077434302,0.4288276392756427,0.10140437808312949
ECU,2025,AGR,Ecuador,Upper middle income,1.0,0.4193855714390404,0.14186623151088767,0.22302755109276012,0.05449178883539271,0.4193855714390404,0.3382716077334305,0.12993243579748032
ECU,2025,CON,Ecuador,Upper middle income,0.9999999999999999,0.40944671027443913,0.20677957506858577,0.17611601138019473,0.026551123825658593,0.40944671027443913,0.5050219476180136,0.0648463479114589
ECU,2025,MAN,Ecuador,Upper middle income,1.0,0.44437872182259075,0.2090633279942743,0.20246415497546127,0.03285123885285517,0.44437872182259075,0.4704620579869677,0.07392621932507913
ECU,2025,MEL,Ecuador,Upper middle income,1.0,0.47887470150988076,0.22501670723671952,0.21275537750936677,0.041102616763794446,0.47887470150988076,0.4698863951828048,0.08583167294951864
ECU,2025,MKT,Ecuador,Upper middle income,1.0000000000000002,0.44824684675303206,0.19788914841453614,0.21273547701783857,0.037622221320657366,0.44824684675303206,0.44147359841566486,0.0839319263329606
ECU,2025,PUB,Ecuador,Upper middle income,0.9745903992138,0.4778342243492578,0.1546184351148649,0.2488768778135169,0.07433891142087606,0.4778342243492578,0.32358175123482036,0.1555746902016386
EGY,2024,AGR,"Egypt, Arab Rep.",Lower middle income,1.0,0.42618593936149934,0.11935791893450991,0.2816817479941413,0.02514627243284802,0.42618593936149934,0.2800606681518607,0.059003055029270814
EGY,2024,CON,"Egypt, Arab Rep.",Lower middle income,1.0000000000000002,0.42716433208280086,0.21490313596561073,0.19812736256424504,0.014133833552945077,0.42716433208280086,0.5030924162552838,0.03308757892783379
EGY,2024,MAN,"Egypt, Arab Rep.",Lower middle income,1.0000000000000002,0.4757453686669261,0.24280780804255672,0.21551812773239848,0.01741943289197084,0.4757453686669261,0.5103734561261674,0.03661503409015076
EGY,2024,MEL,"Egypt, Arab Rep.",Lower middle income,0.9999999999999999,0.5240458172657508,0.2537037900604676,0.24636026386891688,0.023981763336366292,0.5240458172657508,0.4841252075709459,0.045762722544935054
EGY,2024,MKT,"Egypt, Arab Rep.",Lower middle income,0.9999999999999999,0.4479773485085517,0.21851559554851566,0.21075196848391728,0.018709784476118735,0.4479773485085517,0.48778268873642455,0.041765023473640146
EGY,2024,PUB,"Egypt, Arab Rep.",Lower middle income,0.9999999999999999,0.46495262626831535,0.16338853450529112,0.2647828697761862,0.036781221986837996,0.46495262626831535,0.3514089936788586,0.07910746151073948
ETH,2021,AGR,Ethiopia,Not classified,0.9999999999999999,0.1246515332556424,0.049390121658714495,0.07399874520383509,0.0012626663930928204,0.1246515332556424,0.396225544674388,0.010129569690115827
ETH,2021,CON,Ethiopia,Not classified,0.9999999999999999,0.17296835615233286,0.09986841628850948,0.07016530494394937,0.002934634919874032,0.17296835615233286,0.5773796925060418,0.016966310978231796
ETH,2021,MAN,Ethiopia,Not classified,0.9999999999999999,0.17340748682857426,0.09802476061368977,0.07301754827176216,0.0023651779431223133,0.17340748682857426,0.5652856310096592,0.013639422301647572
ETH,2021,MEL,Ethiopia,Not classified,0.9987480356703333,0.17502219322426787,0.10225400088638976,0.06984964530621648,0.002918547031661632,0.17502219322426787,0.5842344847968208,0.016675296874619203
ETH,2021,MKT,Ethiopia,Not classified,0.9986758719954034,0.18313035841470623,0.0895030011121344,0.08919681388466501,0.004430543417906848,0.18313035841470623,0.48873928870630595,0.024193385827781216
ETH,2021,PUB,Ethiopia,Not classified,0.9904950847658323,0.1756713633411069,0.09615235473557893,0.07589438087006209,0.0036246277354659096,0.1756713633411069,0.5473422241784321,0.020633002821455027
GBR,2025,AGR,United Kingdom,High income,1.0,0.5760258689998604,0.23080136088846046,0.3009593842643392,0.04426512384706064,0.5760258689998604,0.40067881202834726,0.07684572209216417
GBR,2025,CON,United Kingdom,High income,1.0,0.5839041827737044,0.2590588356950193,0.2853648710184964,0.03948047606018864,0.5839041827737044,0.4436666893948577,0.06761464847305185
GBR,2025,MAN,United Kingdom,High income,0.9999999999999999,0.6011560169486884,0.2560474400181819,0.29859237656425375,0.0465162003662527,0.6011560169486884,0.42592510562867214,0.07737791697129946
GBR,2025,MEL,United Kingdom,High income,0.9999999999999999,0.611660679132444,0.25672060676992464,0.30538868282945986,0.049551389533059584,0.611660679132444,0.41971082256594827,0.08101123911274036
GBR,2025,MKT,United Kingdom,High income,0.9999999999999999,0.6045259351185448,0.25038308846116647,0.3041713711336241,0.049971475523754194,0.6045259351185448,0.41418088772662415,0.08266225255324243
GBR,2025,PUB,United Kingdom,High income,0.9978394398987809,0.5725404965337919,0.20482528804697647,0.3114592728960648,0.05625593559075052,0.5725404965337919,0.35774812312317805,0.09825669263803812
GHA,2024,AGR,Ghana,Lower middle income,0.9999999999999999,0.17528425385957078,0.044654203604339214,0.11212319613207498,0.01850685412315657,0.17528425385957078,0.2547530803315282,0.10558195454329493
GHA,2024,CON,Ghana,Lower middle income,1.0,0.21130513755785668,0.09762653173117747,0.10849116683316705,0.005187438993512144,0.21130513755785668,0.4620168390579084,0.024549516653809663
GHA,2024,MAN,Ghana,Lower middle income,1.0,0.2107342002107266,0.09929420575401605,0.10658292602083409,0.004857068435876456,0.2107342002107266,0.47118220798866733,0.02304831598772085
GHA,2024,MEL,Ghana,Lower middle income,1.0,0.24093086774995037,0.11840749366507071,0.11707148388809112,0.005451890196788529,0.24093086774995037,0.4914583787908808,0.022628442124098282
GHA,2024,MKT,Ghana,Lower middle income,0.9996110547639706,0.23796451267319219,0.10258741836369724,0.13018072770791353,0.005196366601581363,0.23796451267319219,0.43110385330683887,0.02183672911228481
GHA,2024,PUB,Ghana,Lower middle income,0.9905868510075011,0.2654164549321872,0.0841466489135371,0.16716016987325988,0.014109636145390243,0.2654164549321872,0.3170362927763323,0.05316036697496844
GTM,2024,AGR,Guatemala,Upper middle income,1.0,0.33743150397090105,0.14114002923708013,0.16254306886579628,0.03374840586802464,0.33743150397090105,0.41827756915445446,0.10001557492668198
GTM,2024,CON,Guatemala,Upper middle income,1.0,0.32960080996056784,0.1694796321977176,0.14221246706616333,0.017908710696686904,0.32960080996056784,0.5141966496320003,0.05433454698982516
GTM,2024,MAN,Guatemala,Upper middle income,0.9999999999999998,0.34749570351992937,0.17086930948309445,0.15714743383367677,0.019478960203158147,0.34749570351992937,0.49171632268338206,0.05605525480127555
GTM,2024,MEL,Guatemala,Upper middle income,1.0,0.4066223751199907,0.20799659304744075,0.176690551222186,0.021935230850363995,0.4066223751199907,0.5115227438875265,0.05394496759774004
GTM,2024,MKT,Guatemala,Upper middle income,1.0,0.3717670536772866,0.15839350123084614,0.19057819468935114,0.022795357757089314,0.3717670536772866,0.42605577784291787,0.061316239649565306
GTM,2024,PUB,Guatemala,Upper middle income,1.0,0.3869573010849467,0.13429312519622294,0.20571664136291723,0.0469475345258065,0.3869573010849467,0.3470489504131162,0.12132484487093412
HKG,2024,CON,"Hong Kong SAR, China",High income,1.0,0.5706091186628603,0.2794618475380582,0.2644486304465502,0.026698640678251943,0.5706091186628603,0.48976057058628236,0.046789719625961
HKG,2024,MAN,"Hong Kong SAR, China",High income,1.0,0.5938886386156288,0.2763357909558715,0.28443642520931356,0.03311642245044372,0.5938886386156288,0.46529900218333536,0.05576200704502284
HKG,2024,MEL,"Hong Kong SAR, China",High income,1.0,0.6004817067477126,0.2757296803646638,0.2882856955871782,0.03646633079587064,0.6004817067477126,0.45918081644493675,0.06072846247619607
HKG,2024,MKT,"Hong Kong SAR, China",High income,1.0,0.5984049561913244,0.25843438842604377,0.2995808070437339,0.04038976072154672,0.5984049561913244,0.43187207216815915,0.06749569886355211
HKG,2024,PUB,"Hong Kong SAR, China",High income,0.9999999999999999,0.5834058040509912,0.27332929305123294,0.27424181445522705,0.035834696544531135,0.5834058040509912,0.4685062972519609,0.061423277409490926
HND,2025,AGR,Honduras,Lower middle income,1.0,0.3246703111420701,0.1510574755014767,0.14650411665864543,0.027108718981948082,0.3246703111420701,0.46526420900670695,0.08349614378533605
HND,2025,CON,Honduras,Lower middle income,1.0,0.3205661777393003,0.17012846191683348,0.13297253459633834,0.01746518122612851,0.3205661777393003,0.5307124510658453,0.054482295510077265
HND,2025,MAN,Honduras,Lower middle income,1.0,0.3475857608040806,0.17823673572965057,0.15056393917618,0.018785085898250054,0.3475857608040806,0.5127849176483241,0.05404446331401479
HND,2025,MEL,Honduras,Lower middle income,0.9999999999999999,0.4057796582333064,0.19380194816127824,0.18568961959023922,0.026288090481789008,0.4057796582333064,0.47760390209075043,0.06478415058123602
HND,2025,MKT,Honduras,Lower middle income,1.0,0.3604806484532477,0.15861804215110756,0.17494086128106248,0.026921745021077626,0.3604806484532477,0.4400181891363842,0.07468291331752092
