iso3,ilostat_year,sector_code,isco_major,employment_value,sector_employment_share
ALB,2024,MKT,4,10.147,0.03377660902418321
ALB,2024,MKT,5,142.552,0.47451691826306935
ALB,2024,MKT,6,2.121,0.007060233343874307
ALB,2024,MKT,7,14.738,0.049058801990579694
ALB,2024,MKT,8,23.156,0.07708003927899738
ALB,2024,MKT,9,24.974,0.08313166785946108
ALB,2024,PUB,0,5.029,0.02502911519663956
ALB,2024,PUB,1,9.067,0.04512606631297095
ALB,2024,PUB,2,91.558,0.4556802006708938
ALB,2024,PUB,3,27.285,0.13579626330091676
ALB,2024,PUB,4,6.188,0.030797408000955578
ALB,2024,PUB,5,35.833,0.17833928909150634
ALB,2024,PUB,6,0.748,0.003722763604511114
ALB,2024,PUB,7,5.78,0.028766809671222245
ALB,2024,PUB,8,3.286,0.016354279685058183
ALB,2024,PUB,9,16.152,0.08038780446532555
ARE,2024,AGR,1,1.058,0.009761408299964941
ARE,2024,AGR,2,0.472,0.0043548059712509
ARE,2024,AGR,5,2.334,0.021534146476482205
ARE,2024,AGR,6,71.28,0.657649511929585
ARE,2024,AGR,7,1.318,0.012160242097687894
ARE,2024,AGR,8,2.613,0.02410827966711568
ARE,2024,AGR,9,29.311,0.2704316055579134
ARE,2024,CON,1,63.79,0.03225953271973299
ARE,2024,CON,2,168.371,0.08514766865581068
ARE,2024,CON,3,203.135,0.10272833013047437
ARE,2024,CON,4,46.315,0.02342217052695459
ARE,2024,CON,5,76.868,0.038873267927581674
ARE,2024,CON,7,1025.887,0.5188060078891474
ARE,2024,CON,8,155.42,0.07859815919894812
ARE,2024,CON,9,237.614,0.12016486295135029
ARE,2024,MAN,1,63.629,0.06905889362939872
ARE,2024,MAN,2,70.988,0.07704588695349222
ARE,2024,MAN,3,112.701,0.12231853983131695
ARE,2024,MAN,4,37.589,0.04079672401947962
ARE,2024,MAN,5,45.039,0.0488824829900594
ARE,2024,MAN,7,373.827,0.4057281904288491
ARE,2024,MAN,8,109.594,0.11894639847271408
ARE,2024,MAN,9,108.006,0.11722288367468983
ARE,2024,MEL,1,27.47,0.09633424863143644
ARE,2024,MEL,2,71.263,0.24991145104557905
ARE,2024,MEL,3,34.943,0.1225412322507566
ARE,2024,MEL,4,16.256,0.05700799220067823
ARE,2024,MEL,5,10.244,0.035924573825279756
ARE,2024,MEL,7,26.223,0.09196115769429042
ARE,2024,MEL,8,42.686,0.14969507597675633
ARE,2024,MEL,9,56.068,0.1966242683752231
ARE,2024,MKT,1,528.344,0.12806914333653538
ARE,2024,MKT,2,552.072,0.13382074576428948
ARE,2024,MKT,3,563.421,0.1365717123840038
ARE,2024,MKT,4,356.652,0.08645147121811171
ARE,2024,MKT,5,893.203,0.21650996895133362
ARE,2024,MKT,6,7.351,0.001781862333379146
ARE,2024,MKT,7,228.11,0.05529324130963366
ARE,2024,MKT,8,473.478,0.11476977470870513
ARE,2024,MKT,9,522.828,0.1267320799940079
ARE,2024,PUB,1,51.654,0.029206052676514722
ARE,2024,PUB,2,394.168,0.2228693106322154
ARE,2024,PUB,3,177.842,0.10055490030001028
ARE,2024,PUB,4,96.707,0.05467978735795309
ARE,2024,PUB,5,293.333,0.16585548166182856
ARE,2024,PUB,6,18.289,0.01034091256051376
ARE,2024,PUB,7,13.512,0.007639915277908137
ARE,2024,PUB,8,151.663,0.0857528471575919
ARE,2024,PUB,9,571.438,0.323100792375464
ARM,2017,AGR,1,1.31,0.0041412318109828
ARM,2017,AGR,3,0.406,0.001283465736838944
ARM,2017,AGR,6,303.961,0.9608953912199563
ARM,2017,AGR,8,1.81,0.005721854639602189
ARM,2017,AGR,9,8.844,0.027958056592619754
ARM,2017,CON,2,2.186,0.06127540294323755
ARM,2017,CON,3,1.645,0.04611072179397337
ARM,2017,CON,7,19.547,0.5479187105816398
ARM,2017,CON,8,3.301,0.09252978276103714
ARM,2017,CON,9,8.996,0.2521653819201121
ARM,2017,MAN,1,7.198,0.0778869459833795
ARM,2017,MAN,2,6.09,0.06589768005540167
ARM,2017,MAN,3,8.401,0.09090417243767313
ARM,2017,MAN,4,2.749,0.029745931440443216
ARM,2017,MAN,5,2.221,0.02403263504155125
ARM,2017,MAN,6,0.775,0.00838599376731302
ARM,2017,MAN,7,39.488,0.4272853185595568
ARM,2017,MAN,8,11.751,0.1271533067867036
ARM,2017,MAN,9,13.743,0.14870801592797786
ARM,2017,MEL,1,3.644,0.09014223871366729
ARM,2017,MEL,2,6.571,0.16254792826221398
ARM,2017,MEL,3,2.767,0.06844774273345702
ARM,2017,MEL,4,1.773,0.04385899814471243
ARM,2017,MEL,5,7.862,0.1944836116264688
ARM,2017,MEL,7,8.891,0.21993815708101425
ARM,2017,MEL,8,5.985,0.14805194805194807
ARM,2017,MEL,9,2.932,0.07252937538651824
ARM,2017,MKT,1,26.314,0.11278121370312748
ARM,2017,MKT,2,34.265,0.14685902133988232
ARM,2017,MKT,3,25.781,0.11049678765981338
ARM,2017,MKT,4,12.222,0.0523832178262379
ARM,2017,MKT,5,72.725,0.31169771857414097
ARM,2017,MKT,7,16.267,0.06971999708553525
ARM,2017,MKT,8,25.863,0.11084823782032326
ARM,2017,MKT,9,19.882,0.08521380599093946
ARM,2017,PUB,1,22.934,0.07848572582356282
ARM,2017,PUB,2,97.188,0.3326009732859695
ARM,2017,PUB,3,50.073,0.17136198435350403
ARM,2017,PUB,4,17.371,0.059447786835314806
ARM,2017,PUB,5,62.413,0.21359246558934447
ARM,2017,PUB,6,1.793,0.006136082079081196
ARM,2017,PUB,7,8.227,0.028154794904964305
ARM,2017,PUB,8,6.536,0.022367781633505127
ARM,2017,PUB,9,25.671,0.08785240549475369
AUS,2024,AGR,1,9.289,0.028944096669356774
AUS,2024,AGR,2,8.535,0.026594667356331154
AUS,2024,AGR,3,8.151,0.025398141021845955
AUS,2024,AGR,4,13.98,0.04356103686485173
AUS,2024,AGR,5,3.815,0.011887364494950597
AUS,2024,AGR,6,171.945,0.5357727098517118
AUS,2024,AGR,7,12.66,0.039447977590058865
AUS,2024,AGR,8,23.471,0.07313455624141166
AUS,2024,AGR,9,69.083,0.21525944990948154
AUS,2024,CON,0,0.031,2.3253493837449075e-05
AUS,2024,CON,1,156.665,0.11751640684012772
AUS,2024,CON,2,72.14,0.0541131304978573
AUS,2024,CON,3,106.223,0.0796792218030759
AUS,2024,CON,4,83.752,0.06282343922174306
AUS,2024,CON,5,10.342,0.007757665589254786
AUS,2024,CON,6,35.676,0.02676102084338172
AUS,2024,CON,7,653.492,0.4901926514458797
AUS,2024,CON,8,87.739,0.0658141385743208
AUS,2024,CON,9,127.073,0.09531907169052149
AUS,2024,MAN,1,136.584,0.14241340803093006
AUS,2024,MAN,2,108.078,0.11269077134339937
AUS,2024,MAN,3,70.79,0.07381131870870336
AUS,2024,MAN,4,75.39,0.0786076468067403
AUS,2024,MAN,5,39.068,0.040735423072632046
AUS,2024,MAN,6,3.724,0.003882940399367302
AUS,2024,MAN,7,300.873,0.3137142660523196
AUS,2024,MAN,8,148.36,0.15469200796190466
AUS,2024,MAN,9,76.2,0.07945221762400333
AUS,2024,MEL,1,57.359,0.11629826076730615
AUS,2024,MEL,2,101.073,0.20493059695137528
AUS,2024,MEL,3,66.075,0.13397038965462707
AUS,2024,MEL,4,42.04,0.08523821689111649
AUS,2024,MEL,5,4.601,0.009328759179734228
AUS,2024,MEL,6,0.258,0.0005231079913869661
AUS,2024,MEL,7,88.427,0.1792901951719971
AUS,2024,MEL,8,105.267,0.21343414313694478
AUS,2024,MEL,9,28.106,0.0569863302555119
AUS,2024,MKT,1,884.581,0.1413611327159611
AUS,2024,MKT,2,1250.623,0.1998567501230904
AUS,2024,MKT,3,858.007,0.1371144546380983
AUS,2024,MKT,4,623.848,0.09969449934215961
AUS,2024,MKT,5,1203.74,0.1923645770093536
AUS,2024,MKT,6,44.901,0.007175438111466751
AUS,2024,MKT,7,295.022,0.047146212835374346
AUS,2024,MKT,8,443.018,0.07079682504322346
AUS,2024,MKT,9,653.857,0.10449011018127245
AUS,2024,PUB,0,5.933,0.0011808918051920624
AUS,2024,PUB,1,409.046,0.08141565301644907
AUS,2024,PUB,2,2014.882,0.4010378631769751
AUS,2024,PUB,3,809.842,0.16118924343508348
AUS,2024,PUB,4,426.831,0.08495554190155624
AUS,2024,PUB,5,1124.603,0.22383860893214377
AUS,2024,PUB,6,23.859,0.004748845032880064
AUS,2024,PUB,7,42.391,0.008437415222298452
AUS,2024,PUB,8,41.517,0.008263456105875418
AUS,2024,PUB,9,125.265,0.024932481371546217
BDI,2020,AGR,2,1.014,0.00023997262324156155
BDI,2020,AGR,5,1.363,0.000322566750964742
BDI,2020,AGR,6,4064.766,0.9619650491943877
BDI,2020,AGR,7,6.388,0.0015117801945434865
BDI,2020,AGR,9,151.951,0.035960631236862446
BDI,2020,MAN,2,0.509,0.008551747311827956
BDI,2020,MAN,3,0.51,0.008568548387096774
BDI,2020,MAN,4,0.747,0.012550403225806452
BDI,2020,MAN,5,1.527,0.02565524193548387
BDI,2020,MAN,7,44.569,0.748807123655914
BDI,2020,MAN,9,11.658,0.19586693548387094
BDI,2020,MKT,0,0.788,0.002699915370673026
BDI,2020,MKT,1,6.062,0.020770161138350108
BDI,2020,MKT,2,9.082,0.031117552533569067
BDI,2020,MKT,3,7.553,0.02587875735367178
BDI,2020,MKT,4,8.077,0.027674132549398517
BDI,2020,MKT,5,178.488,0.6115513891886891
BDI,2020,MKT,7,11.913,0.04081737539445147
BDI,2020,MKT,8,45.054,0.15436800394708441
BDI,2020,MKT,9,24.844,0.0851227125241125
BDI,2020,PUB,0,1.515,0.005375104220255095
BDI,2020,PUB,1,4.635,0.01644462578276064
BDI,2020,PUB,2,86.126,0.3055684660552412
BDI,2020,PUB,3,14.222,0.050458569122421096
BDI,2020,PUB,4,8.034,0.028504018023451774
BDI,2020,PUB,5,34.599,0.12275460786574655
BDI,2020,PUB,6,5.212,0.018491777687108617
BDI,2020,PUB,7,22.181,0.07869649287754342
BDI,2020,PUB,8,3.002,0.010650866580333858
BDI,2020,PUB,9,102.329,0.3630554717851377
BEN,2022,CON,2,2.604,0.014338654347024072
BEN,2022,CON,3,3.056,0.016827545193742535
BEN,2022,CON,5,9.915,0.05459591315312736
BEN,2022,CON,7,155.403,0.8557104076384722
BEN,2022,CON,8,2.009,0.01106234891826857
BEN,2022,CON,9,8.62,0.04746513074936539
BEN,2022,MAN,1,4.988,0.006465360805499964
BEN,2022,MAN,3,3.441,0.004460165704034759
BEN,2022,MAN,5,238.093,0.308612099090598
BEN,2022,MAN,6,18.437,0.023897725976544274
BEN,2022,MAN,7,467.743,0.6062805251096571
BEN,2022,MAN,9,38.794,0.05028412331366591
BEN,2022,MEL,3,2.04,0.054181827839898014
BEN,2022,MEL,4,1.564,0.04153940134392181
BEN,2022,MEL,5,6.934,0.18416509521659455
BEN,2022,MEL,6,1.188,0.03155294680088178
BEN,2022,MEL,7,15.762,0.4186342992218003
BEN,2022,MEL,9,10.163,0.2699264295769037
BEN,2022,MKT,1,21.481,0.01406215734088343
BEN,2022,MKT,2,37.771,0.02472611819386937
BEN,2022,MKT,3,28.008,0.018334942637841023
BEN,2022,MKT,4,36.241,0.023724530710439753
BEN,2022,MKT,5,1042.965,0.6827586206896552
BEN,2022,MKT,6,18.433,0.01206683796212952
BEN,2022,MKT,7,75.584,0.0494797309461074
BEN,2022,MKT,8,184.796,0.12097343829271887
BEN,2022,MKT,9,82.296,0.053873623226355506
BEN,2022,PUB,0,7.917,0.013293594156661905
BEN,2022,PUB,1,6.514,0.010937788598774239
BEN,2022,PUB,2,100.399,0.16858198304088653
BEN,2022,PUB,3,39.5,0.0663252455713206
BEN,2022,PUB,4,13.264,0.022271849550835353
BEN,2022,PUB,5,274.708,0.4612677357064897
BEN,2022,PUB,6,4.03,0.0067668541684157485
BEN,2022,PUB,7,88.655,0.14886239610444124
BEN,2022,PUB,8,7.373,0.012380152799932832
BEN,2022,PUB,9,53.19,0.08931240030224159
BFA,2023,AGR,2,2.179,0.0013190831191866362
BFA,2023,AGR,3,14.842,0.008984778180343302
BFA,2023,AGR,4,2.281,0.001380830011411068
BFA,2023,AGR,5,211.078,0.1277785344798884
BFA,2023,AGR,6,1385.128,0.8385034248337526
BFA,2023,AGR,7,3.774,0.0022846350123039766
BFA,2023,AGR,9,32.623,0.019748714363114102
BFA,2023,CON,2,1.89,0.010860508547622468
BFA,2023,CON,3,9.195,0.05283723602930614
BFA,2023,CON,7,69.702,0.40052865967533396
BFA,2023,CON,8,7.691,0.04419479959775894
BFA,2023,CON,9,85.547,0.4915787961499784
BFA,2023,MAN,1,5.15,0.0067084806919504745
BFA,2023,MAN,2,9.404,0.012249816005262574
BFA,2023,MAN,3,20.9,0.027224708050828134
BFA,2023,MAN,4,7.19,0.009365820616528915
BFA,2023,MAN,5,195.554,0.25473208412304527
BFA,2023,MAN,6,1.7,0.0022144499371487
BFA,2023,MAN,7,423.771,0.5520115672443775
BFA,2023,MAN,8,51.088,0.0665481284641487
BFA,2023,MAN,9,52.928,0.06894494486670964
BFA,2023,MEL,1,1.812,0.007768655276640443
BFA,2023,MEL,2,4.122,0.017672404553152266
BFA,2023,MEL,3,10.854,0.04653475958755815
BFA,2023,MEL,4,2.749,0.011785890372783984
BFA,2023,MEL,5,5.866,0.025149520890051236
BFA,2023,MEL,6,3.202,0.013728054191944094
BFA,2023,MEL,7,41.285,0.1770027224592167
BFA,2023,MEL,8,71.225,0.30536560269244784
BFA,2023,MEL,9,92.13,0.3949923899762053
BFA,2023,MKT,0,4.795,0.0028114065123783973
BFA,2023,MKT,1,65.787,0.0385722628216554
BFA,2023,MKT,2,33.857,0.019851051155285796
BFA,2023,MKT,3,126.148,0.07396315093295308
BFA,2023,MKT,4,43.484,0.02549555803634249
BFA,2023,MKT,5,992.601,0.5819822555981876
BFA,2023,MKT,6,15.205,0.008915002298376128
BFA,2023,MKT,7,154.375,0.09051321800801149
BFA,2023,MKT,8,65.921,0.038650829760687455
BFA,2023,MKT,9,203.379,0.11924526487612222
BFA,2023,PUB,0,2.817,0.004359378699552611
BFA,2023,PUB,1,8.944,0.013841066059211414
BFA,2023,PUB,2,195.544,0.3026092823661043
BFA,2023,PUB,3,88.889,0.13755797416561305
BFA,2023,PUB,4,15.614,0.024163059643171624
BFA,2023,PUB,5,148.616,0.22998701626294313
BFA,2023,PUB,6,3.65,0.0056484672535914195
BFA,2023,PUB,7,95.137,0.1472269120835416
BFA,2023,PUB,8,7.443,0.011518230621501625
BFA,2023,PUB,9,79.539,0.1230886128447693
BGD,2024,AGR,1,9.466,0.0003068037441335857
BGD,2024,AGR,2,2.923,9.473772914667981e-05
BGD,2024,AGR,3,8.237,0.0002669704669795421
BGD,2024,AGR,5,75.227,0.002438191977597428
BGD,2024,AGR,6,27767.922,0.8999896932610781
BGD,2024,AGR,7,21.685,0.0007028353255373765
BGD,2024,AGR,8,48.163,0.0015610171908626545
BGD,2024,AGR,9,2919.977,0.09463975030466461
BGD,2024,CON,1,10.379,0.0028095818679510056
BGD,2024,CON,2,34.302,0.009285507007848097
BGD,2024,CON,3,132.969,0.03599453621732125
BGD,2024,CON,4,7.976,0.0021590928778087697
BGD,2024,CON,5,43.759,0.011845504669011278
BGD,2024,CON,6,11.806,0.0031958689211898615
BGD,2024,CON,7,2587.223,0.7003579178288665
BGD,2024,CON,8,58.112,0.01573084319398486
BGD,2024,CON,9,807.618,0.21862114741601846
BGD,2024,MAN,1,245.714,0.030252416608061335
BGD,2024,MAN,2,245.768,0.030259065112000202
BGD,2024,MAN,3,490.216,0.060355611238828044
BGD,2024,MAN,4,62.282,0.00766818745038246
BGD,2024,MAN,5,376.731,0.046383287729521126
BGD,2024,MAN,6,22.079,0.002718376267894325
BGD,2024,MAN,7,5212.644,0.6417830401096856
BGD,2024,MAN,8,627.266,0.0772292679947915
BGD,2024,MAN,9,839.428,0.10335074748883542
BGD,2024,MEL,1,6.431,0.03598708471598126
BGD,2024,MEL,2,11.113,0.06218698063266984
BGD,2024,MEL,3,12.07,0.06754223488133942
BGD,2024,MEL,4,8.201,0.045891786931388956
BGD,2024,MEL,5,8.05,0.04504680951075248
BGD,2024,MEL,6,3.041,0.017017061828844507
BGD,2024,MEL,7,53.466,0.2991891574288065
BGD,2024,MEL,8,21.148,0.11834160590476936
BGD,2024,MEL,9,55.183,0.3087972781654477
BGD,2024,MKT,1,454.103,0.02442962501499606
BGD,2024,MKT,2,441.86,0.023770981713677645
BGD,2024,MKT,3,863.454,0.046451702450101426
BGD,2024,MKT,4,319.306,0.01717787780534005
BGD,2024,MKT,5,8746.132,0.47052039975877175
BGD,2024,MKT,6,152.704,0.008215099786369962
BGD,2024,MKT,7,939.734,0.050555378920294096
BGD,2024,MKT,8,5195.357,0.2794974341262553
BGD,2024,MKT,9,1475.56,0.0793815004241936
BGD,2024,PUB,0,114.76,0.017635789896210705
BGD,2024,PUB,1,182.113,0.027986289694742244
BGD,2024,PUB,2,2351.076,0.3613025650577159
BGD,2024,PUB,3,296.22,0.04552172954910714
BGD,2024,PUB,4,285.443,0.04386556967012959
BGD,2024,PUB,5,871.415,0.13391505622522176
BGD,2024,PUB,6,49.654,0.007630598740906643
BGD,2024,PUB,7,1351.65,0.20771536609631577
BGD,2024,PUB,8,67.477,0.01036955554920364
BGD,2024,PUB,9,937.414,0.14405747952044667
BHS,2019,CON,1,1.198,0.06651490755649325
BHS,2019,CON,2,0.452,0.02509577480428627
BHS,2019,CON,3,0.855,0.047470989950585754
BHS,2019,CON,4,0.304,0.016878574204652712
BHS,2019,CON,7,11.319,0.6284492809949476
BHS,2019,CON,8,1.049,0.0582421853311865
BHS,2019,CON,9,2.834,0.157348287157848
BHS,2019,MAN,1,0.836,0.14210436851946284
BHS,2019,MAN,2,0.542,0.09212986571477139
BHS,2019,MAN,3,0.349,0.059323474417814034
BHS,2019,MAN,4,0.258,0.04385517593064763
BHS,2019,MAN,5,0.487,0.08278089410164882
BHS,2019,MAN,7,2.093,0.3557708652048275
BHS,2019,MAN,8,0.861,0.1463539010708822
BHS,2019,MAN,9,0.457,0.07768145503994561
BHS,2019,MEL,1,0.33,0.05367599219258296
BHS,2019,MEL,3,0.436,0.07091737150292779
BHS,2019,MEL,4,0.795,0.12931034482758622
BHS,2019,MEL,7,1.609,0.2617111255692908
BHS,2019,MEL,8,0.828,0.1346779440468445
BHS,2019,MEL,9,2.15,0.34970722186076775
BHS,2019,MKT,1,9.547,0.08475072793125489
BHS,2019,MKT,2,5.05,0.04482991264824941
BHS,2019,MKT,3,11.303,0.10033910943825014
BHS,2019,MKT,4,10.844,0.09626446985299339
BHS,2019,MKT,5,41.461,0.3680580214473404
BHS,2019,MKT,6,1.836,0.016298558341026916
BHS,2019,MKT,7,9.107,0.08084475534408067
BHS,2019,MKT,8,7.583,0.0673158866557773
BHS,2019,MKT,9,15.917,0.14129855834102692
BHS,2019,PUB,1,3.994,0.06105539929069342
BHS,2019,PUB,2,13.75,0.21019322489910727
BHS,2019,PUB,3,8.549,0.1306866821572704
BHS,2019,PUB,4,7.501,0.11466613672496026
BHS,2019,PUB,5,18.993,0.29034181240063595
BHS,2019,PUB,6,0.828,0.012657453833924422
BHS,2019,PUB,7,1.655,0.025299620887856183
BHS,2019,PUB,8,0.441,0.006741469976764095
BHS,2019,PUB,9,9.705,0.14835819982878806
BIH,2024,AGR,1,1.228,0.005740141727277826
BIH,2024,AGR,2,3.426,0.016014434493203448
BIH,2024,AGR,3,3.563,0.016654824897631024
BIH,2024,AGR,4,1.065,0.0049782173774844335
BIH,2024,AGR,5,1.491,0.006969504328478208
BIH,2024,AGR,6,172.173,0.8048024605949553
BIH,2024,AGR,7,1.196,0.0055905614868275895
BIH,2024,AGR,8,3.261,0.015243161378381916
BIH,2024,AGR,9,26.529,0.12400669371576013
BIH,2024,CON,1,2.035,0.017418173103259382
BIH,2024,CON,2,6.22,0.05323883867433579
BIH,2024,CON,3,6.145,0.052596891262667755
BIH,2024,CON,4,1.693,0.014490892906053135
BIH,2024,CON,5,0.696,0.005957271980279375
BIH,2024,CON,6,0.489,0.004185497124075595
BIH,2024,CON,7,68.513,0.5864232402081622
BIH,2024,CON,8,12.442,0.10649479594631607
BIH,2024,CON,9,18.599,0.15919439879485073
BIH,2024,MAN,1,6.309,0.02705913637221431
BIH,2024,MAN,2,13.574,0.05821853179845253
BIH,2024,MAN,3,14.454,0.06199282883562936
BIH,2024,MAN,4,6.522,0.027972687814167334
BIH,2024,MAN,5,7.522,0.03226166172005009
BIH,2024,MAN,6,1.622,0.006956715675341831
BIH,2024,MAN,7,109.805,0.47095077973545607
BIH,2024,MAN,8,41.662,0.17868723086688737
BIH,2024,MAN,9,31.686,0.135900427181801
BIH,2024,MEL,1,1.586,0.02420339396899036
BIH,2024,MEL,2,8.598,0.13121108533756565
BIH,2024,MEL,3,8.887,0.1356214137467953
BIH,2024,MEL,4,4.738,0.07230496886827006
BIH,2024,MEL,5,4.197,0.06404895617140766
BIH,2024,MEL,7,17.993,0.27458491026736664
BIH,2024,MEL,8,12.034,0.18364668538639975
BIH,2024,MEL,9,7.495,0.11437858625320475
BIH,2024,MKT,1,17.897,0.04066742107152757
BIH,2024,MKT,2,70.982,0.16129266818456559
BIH,2024,MKT,3,29.37,0.06673756254516203
BIH,2024,MKT,4,44.813,0.10182875009657291
BIH,2024,MKT,5,175.727,0.3993051294985934
BIH,2024,MKT,6,1.254,0.002849468962602424
BIH,2024,MKT,7,30.04,0.06826000608977417
BIH,2024,MKT,8,52.036,0.11824160042901094
BIH,2024,MKT,9,17.963,0.04081739312219086
BIH,2024,PUB,0,8.192,0.028816456898431837
BIH,2024,PUB,1,6.198,0.02180229490435553
BIH,2024,PUB,2,111.316,0.39156893507151347
BIH,2024,PUB,3,46.822,0.16470265440653997
BIH,2024,PUB,4,21.984,0.07733166362977606
BIH,2024,PUB,5,55.806,0.1963050773527694
BIH,2024,PUB,6,0.878,0.0030884825630887636
BIH,2024,PUB,7,5.913,0.02079976924321624
BIH,2024,PUB,8,4.977,0.017507263914000884
BIH,2024,PUB,9,22.196,0.07807740201630775
BLR,2024,AGR,1,34.46,0.07233371746189675
BLR,2024,AGR,2,53.234,0.11174152975527023
