target_name,target_label,positive_label,negative_label,neuron_idx,candidate_idx,target_separation_score,interpretation,errors_top_activation,errors_zero_or_low_activation,n_top_activation,n_zero_or_low_activation,unclear_top_activation,unclear_zero_or_low_activation,yes_share_top_activation,yes_share_zero_or_low_activation,yes_share_top_minus_low,abs_target_separation_score
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,110,1,0.5416409969196303,"AI-driven optimization and information-extraction software for data-rich planning, reporting, and logistics workflows",0,0,250,250,0,0,0.728,0.288,0.440,0.541641
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,373,1,0.5218367986626267,digital administrative workflows with automated document/form processing,0,0,250,250,0,0,0.748,0.308,0.440,0.521837
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,60,1,-0.5118170320404721,manual clerical and record-keeping work using basic office software,0,0,250,250,0,0,0.692,0.252,0.440,0.511817
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,276,1,-0.5148550724637682,high-context interpersonal judgment and collaborative negotiation,0,0,250,250,0,0,0.820,0.384,0.436,0.514855
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,60,2,-0.5118170320404721,manual clerical and record-keeping workflows using basic office software or paper logs,0,0,250,250,0,0,0.832,0.400,0.432,0.511817
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,133,1,0.5010779828304117,"automation of information synthesis, summarization, or compliance interpretation from digital records or text data",0,0,250,250,0,0,0.884,0.452,0.432,0.501078
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,133,2,0.5010779828304117,digital information processing and summarization with human oversight,0,0,250,250,0,0,0.880,0.452,0.428,0.501078
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,287,1,-0.5327431740614335,"manual, paper-based administrative and record-keeping workflows lacking digital integration",0,0,250,250,0,0,0.920,0.496,0.424,0.532743
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,248,1,-0.5188174861096551,limited digital infrastructure and unreliable electricity/connectivity for administrative and educational work,0,0,250,250,0,0,0.868,0.448,0.420,0.518817
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,197,2,0.541583658480606,text-heavy knowledge synthesis and interpretive document analysis,0,0,250,250,0,0,0.880,0.464,0.416,0.541584
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,367,2,-0.53751617076326,"high-level expert legal, regulatory, and scientific judgment with institutional accountability",0,0,250,250,0,0,0.868,0.452,0.416,0.537516
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,393,1,0.5191049735229987,routine administrative and reporting workflows automated by digital software systems,0,0,250,250,0,0,0.876,0.460,0.416,0.519105
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,239,2,-0.5139397062612728,"requires deep local regulatory, legal, and institutional knowledge",0,0,250,250,0,0,0.872,0.464,0.408,0.513940
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,369,1,-0.5007799457161878,"creative, sensory, and cultural judgment in food/product design and service work",0,0,250,250,0,0,0.504,0.108,0.396,0.500780
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,319,1,-0.5044285023375786,manual operator-centric machine monitoring and control requiring physical presence,0,0,250,250,0,0,0.912,0.520,0.392,0.504429
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,259,1,0.5070179007323027,"text-heavy knowledge work involving document synthesis, summarization, and drafting",0,0,250,250,0,0,0.864,0.476,0.388,0.507018
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,27,1,-0.5009013492022777,"safety enforcement and protocol compliance requiring physical presence, authority, and situational judgment",0,0,250,250,0,0,0.956,0.576,0.380,0.500901
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,108,1,0.5070272464356386,"drafting, summarizing, editing, or reformatting text/documents from existing records or notes",0,0,250,250,0,0,0.896,0.524,0.372,0.507027
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,287,2,-0.5327431740614335,"manual, paper-based administrative and record-keeping workflows lacking digital integration",0,0,250,250,0,0,0.940,0.584,0.356,0.532743
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,217,1,0.5885382358225044,"AI-driven data synthesis, scoring, and predictive analytics for routine information processing and decision support",0,0,250,250,0,0,0.784,0.436,0.348,0.588538
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,197,1,0.541583658480606,"text-heavy analytical and documentation work involving summarization, synthesis, and regulatory/compliance interpretation",0,0,250,250,0,0,0.792,0.452,0.340,0.541584
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,504,2,-0.5106513409961686,physical presence and on-site manual inspection,0,0,250,250,0,0,0.940,0.600,0.340,0.510651
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,393,2,0.5191049735229987,"routine clerical, reporting, and verification workflows handled by digital databases, ERP/accounting software, and automated document/spreadsheet systems",0,0,250,250,0,0,0.660,0.328,0.332,0.519105
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,367,1,-0.53751617076326,high-level professional judgment and specialized legal/regulatory or scientific expertise,0,0,250,250,0,0,0.992,0.664,0.328,0.537516
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,160,2,-0.5060404249805649,"high-level strategic, regulatory, and interdisciplinary judgment in complex professional or R&D settings",0,0,250,250,0,0,0.920,0.596,0.324,0.506040
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,239,1,-0.5139397062612728,"local legal, regulatory, and institutional compliance knowledge",0,0,250,250,0,0,0.700,0.388,0.312,0.513940
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,504,1,-0.5106513409961686,requires physical presence and site-specific human judgment,0,0,250,250,0,0,0.984,0.696,0.288,0.510651
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,336,1,-0.5163934426229508,"manual, small-scale, site-specific work with limited automation infrastructure and capital-intensive equipment",0,0,250,250,0,0,0.956,0.696,0.260,0.516393
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,233,2,0.5089085725921401,automated ophthalmic measurement and screening equipment,0,0,250,250,0,0,0.440,0.188,0.252,0.508909
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,27,2,-0.5009013492022777,"safety enforcement and compliance tasks requiring human presence, authority, and physical verification",0,0,250,250,0,0,0.968,0.716,0.252,0.500901
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,152,1,-0.5362162744358878,"manual, paper-based workflows with limited automation infrastructure",0,0,250,250,0,0,0.952,0.708,0.244,0.536216
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,152,2,-0.5362162744358878,"manual, paper-based or basic-mechanical workflows with limited automation infrastructure",0,0,250,250,0,0,0.948,0.712,0.236,0.536216
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,36,1,-0.5178849953207861,context-dependent qualitative judgment requiring local institutional knowledge,0,0,250,250,0,0,0.992,0.792,0.200,0.517885
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,230,1,-0.5555865610001116,"manual, context-specific expert workflows with only basic software assistance",0,0,250,250,0,0,0.940,0.752,0.188,0.555587
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,36,2,-0.5178849953207861,context-dependent qualitative judgment and local institutional knowledge,0,0,250,250,0,0,0.992,0.808,0.184,0.517885
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,230,2,-0.5555865610001116,"manual, context-specific software and administrative work with only basic assistive tools, lacking widespread autonomous automation",0,0,250,250,0,0,0.956,0.776,0.180,0.555587
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,204,1,-0.5007810499359795,specialized industrial manufacturing or advanced technical infrastructure absent from typical workplaces,0,0,250,250,0,0,0.816,0.644,0.172,0.500781
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,336,2,-0.5163934426229508,"manual, site-specific work lacking scalable automation infrastructure",0,0,250,250,0,0,0.984,0.824,0.160,0.516393
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,233,1,0.5089085725921401,automated ophthalmic diagnostic and refraction equipment,0,0,250,250,0,0,0.344,0.184,0.160,0.508909
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,170,1,-0.5030201619140927,"manual, context-dependent work with sparse data and no standardized automation workflow",0,0,250,250,0,0,0.932,0.784,0.148,0.503020
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,204,2,-0.5007810499359795,specialized industrial manufacturing or advanced technical infrastructure absent from typical workplaces,0,0,250,250,0,0,0.828,0.712,0.116,0.500781
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,160,1,-0.5060404249805649,"high-level professional, scientific, engineering, legal, or regulatory judgment in complex stakeholder/regulatory environments",0,0,250,250,0,0,0.960,0.864,0.096,0.506040
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,291,1,-0.5217258195610945,tasks requiring specialized local institutional judgment and high-touch interpersonal service with no scalable automation infrastructure,0,0,250,250,0,0,0.756,0.668,0.088,0.521726
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,170,2,-0.5030201619140927,"manual, context-dependent institutional or field-based judgment with sparse data and little standardized workflow",0,0,250,250,0,0,0.948,0.888,0.060,0.503020
same_task_exposed_vs_non_exposed,Same-task exposed versus non-exposed across countries,Exposed,Non-exposed,291,2,-0.5217258195610945,"high-touch interpersonal, negotiation-heavy work requiring contextual judgment and institutional insight",0,0,250,250,0,0,0.480,0.452,0.028,0.521726
