onet_soc_code,n_tasks,mean_exposure,ai_material_share,rule_based_share,info_transformation_share,inference_scoring_share,physical_execution_share,planning_control_share,software_like_share,llm_like_share
11-3051.06,18,1.5555555555555556,0.6111111111111112,0.2222222222222222,0.0,0.1666666666666666,0.0555555555555555,0.3888888888888889,0.2222222222222222,0.1666666666666666
11-3061.00,18,1.9444444444444444,0.7777777777777778,0.3333333333333333,0.2222222222222222,0.0,0.0,0.2777777777777778,0.5555555555555556,0.2222222222222222
11-3071.00,30,1.8,0.7,0.0666666666666666,0.2333333333333333,0.1,0.0,0.4,0.3,0.3333333333333333
11-3071.04,30,1.9,0.8,0.0666666666666666,0.2,0.1,0.0,0.4666666666666667,0.2666666666666666,0.3
11-3111.00,22,1.681818181818182,0.6363636363636364,0.1818181818181818,0.5454545454545454,0.0454545454545454,0.0,0.0909090909090909,0.7272727272727273,0.5909090909090909
11-3121.00,26,1.6153846153846154,0.6923076923076923,0.1538461538461538,0.3846153846153846,0.0769230769230769,0.0,0.1153846153846153,0.5384615384615384,0.4615384615384615
11-3131.00,12,1.4166666666666667,0.6666666666666666,0.25,0.3333333333333333,0.0833333333333333,0.0,0.0,0.5833333333333334,0.4166666666666667
11-9013.00,30,1.6,0.6,0.1333333333333333,0.0666666666666666,0.1333333333333333,0.1,0.4333333333333333,0.2,0.2
11-9021.00,25,1.48,0.56,0.16,0.28,0.08,0.0,0.2,0.44,0.36
11-9031.00,17,1.7058823529411764,0.7058823529411765,0.1764705882352941,0.3529411764705882,0.0588235294117647,0.0,0.1176470588235294,0.5294117647058824,0.4117647058823529
11-9032.00,32,1.3125,0.4375,0.125,0.21875,0.0,0.0,0.21875,0.34375,0.21875
11-9033.00,27,1.3703703703703705,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.0,0.0,0.1481481481481481,0.5555555555555556,0.3333333333333333
11-9041.00,19,1.4210526315789471,0.5263157894736842,0.0526315789473684,0.4210526315789473,0.0,0.0,0.1578947368421052,0.4736842105263157,0.4210526315789473
11-9041.01,18,1.0,0.2777777777777778,0.0555555555555555,0.1666666666666666,0.0,0.0,0.2222222222222222,0.2222222222222222,0.1666666666666666
11-9051.00,28,1.9642857142857144,0.5714285714285714,0.3214285714285714,0.1071428571428571,0.0714285714285714,0.0714285714285714,0.2857142857142857,0.4285714285714285,0.1785714285714285
11-9071.00,19,2.1578947368421053,0.6842105263157895,0.3684210526315789,0.2105263157894736,0.1578947368421052,0.0,0.2105263157894736,0.5789473684210527,0.3684210526315789
11-9072.00,17,1.7058823529411764,0.4705882352941176,0.2941176470588235,0.2352941176470588,0.0,0.1176470588235294,0.1764705882352941,0.5294117647058824,0.2352941176470588
11-9081.00,24,2.0416666666666665,0.625,0.2916666666666667,0.25,0.125,0.0416666666666666,0.2083333333333333,0.5416666666666666,0.375
11-9111.00,18,1.2222222222222223,0.6111111111111112,0.0555555555555555,0.2777777777777778,0.0555555555555555,0.0,0.2222222222222222,0.3333333333333333,0.3333333333333333
11-9121.00,16,1.3125,0.5,0.0,0.375,0.0625,0.0,0.25,0.375,0.4375
11-9121.01,33,1.606060606060606,0.6060606060606061,0.4242424242424242,0.2424242424242424,0.0606060606060606,0.0606060606060606,0.0606060606060606,0.6666666666666666,0.303030303030303
11-9121.02,21,1.4761904761904765,0.6190476190476191,0.0476190476190476,0.2857142857142857,0.0952380952380952,0.0476190476190476,0.238095238095238,0.3333333333333333,0.3809523809523809
11-9131.00,13,2.0,0.4615384615384615,0.5384615384615384,0.1538461538461538,0.0,0.0,0.1538461538461538,0.6923076923076923,0.1538461538461538
11-9141.00,27,1.4814814814814814,0.4814814814814814,0.1851851851851851,0.2592592592592592,0.0,0.074074074074074,0.1481481481481481,0.4444444444444444,0.2592592592592592
11-9151.00,16,1.3125,0.5625,0.125,0.375,0.0625,0.0,0.0625,0.5,0.4375
11-9161.00,23,1.2608695652173914,0.4782608695652174,0.1304347826086956,0.4347826086956521,0.0,0.0,0.1304347826086956,0.5652173913043478,0.4347826086956521
11-9171.00,23,1.391304347826087,0.4347826086956521,0.1304347826086956,0.217391304347826,0.0434782608695652,0.0434782608695652,0.217391304347826,0.3478260869565217,0.2608695652173913
11-9179.01,24,1.625,0.4583333333333333,0.1666666666666666,0.25,0.0416666666666666,0.0,0.25,0.4166666666666667,0.2916666666666667
11-9179.02,21,2.142857142857143,0.8571428571428571,0.238095238095238,0.1904761904761904,0.0952380952380952,0.0476190476190476,0.3809523809523809,0.4285714285714285,0.2857142857142857
11-9199.01,27,1.4814814814814814,0.6296296296296297,0.1111111111111111,0.5555555555555556,0.0,0.0,0.1481481481481481,0.6666666666666666,0.5555555555555556
11-9199.02,29,1.6896551724137931,0.7241379310344828,0.2758620689655172,0.4482758620689655,0.0689655172413793,0.0,0.0,0.7241379310344828,0.5172413793103449
11-9199.08,27,1.5185185185185186,0.6296296296296297,0.2962962962962963,0.1481481481481481,0.1481481481481481,0.0,0.1111111111111111,0.4444444444444444,0.2962962962962963
11-9199.09,16,1.8125,0.625,0.5625,0.125,0.0,0.0,0.1875,0.6875,0.125
11-9199.10,15,1.7333333333333334,0.8,0.0,0.4,0.0,0.0,0.5333333333333333,0.4,0.4
11-9199.11,23,1.391304347826087,0.5652173913043478,0.1739130434782608,0.1739130434782608,0.1739130434782608,0.0,0.1304347826086956,0.3478260869565217,0.3478260869565217
13-1011.00,14,1.5714285714285714,0.5,0.2857142857142857,0.1428571428571428,0.0714285714285714,0.0,0.2142857142857142,0.4285714285714285,0.2142857142857142
13-1021.00,12,1.75,0.75,0.25,0.0833333333333333,0.1666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.25
13-1022.00,20,1.9,0.65,0.05,0.4,0.1,0.0,0.2,0.45,0.5
13-1023.00,19,1.7894736842105263,0.631578947368421,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.0,0.2105263157894736,0.3157894736842105,0.3157894736842105
13-1031.00,29,2.068965517241379,0.7586206896551724,0.4827586206896552,0.3793103448275862,0.0344827586206896,0.0,0.0,0.8620689655172413,0.4137931034482758
13-1032.00,7,2.2857142857142856,0.8571428571428571,0.8571428571428571,0.0,0.1428571428571428,0.0,0.0,0.8571428571428571,0.1428571428571428
13-1041.00,16,2.0625,0.8125,0.4375,0.3125,0.125,0.0,0.0,0.75,0.4375
13-1041.01,26,1.7692307692307692,0.6153846153846154,0.3461538461538461,0.2692307692307692,0.1538461538461538,0.0769230769230769,0.0,0.6153846153846154,0.4230769230769231
13-1041.03,18,1.3888888888888888,0.6111111111111112,0.1111111111111111,0.5,0.1111111111111111,0.0,0.0555555555555555,0.6111111111111112,0.6111111111111112
13-1041.04,13,1.6153846153846154,0.6923076923076923,0.2307692307692307,0.2307692307692307,0.3076923076923077,0.0,0.0,0.4615384615384615,0.5384615384615384
13-1041.06,20,0.55,0.25,0.1,0.2,0.0,0.0,0.0,0.3,0.2
13-1041.07,30,2.066666666666667,0.9666666666666668,0.3,0.6,0.0666666666666666,0.0,0.0,0.9,0.6666666666666666
13-1041.08,23,2.0869565217391304,0.6956521739130435,0.391304347826087,0.2608695652173913,0.0869565217391304,0.0,0.1304347826086956,0.6521739130434783,0.3478260869565217
13-1051.00,14,2.142857142857143,0.7857142857142857,0.3571428571428571,0.2857142857142857,0.0,0.0714285714285714,0.1428571428571428,0.6428571428571429,0.2857142857142857
13-1071.00,26,2.1923076923076925,0.6538461538461539,0.4230769230769231,0.2692307692307692,0.1538461538461538,0.0,0.0384615384615384,0.6923076923076923,0.4230769230769231
13-1074.00,7,1.5714285714285714,0.2857142857142857,0.5714285714285714,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.0
13-1075.00,28,1.0714285714285714,0.3214285714285714,0.1428571428571428,0.25,0.0714285714285714,0.0,0.0357142857142857,0.3928571428571428,0.3214285714285714
13-1081.00,22,1.9090909090909092,0.8636363636363636,0.0909090909090909,0.3636363636363636,0.0,0.0,0.4545454545454545,0.4545454545454545,0.3636363636363636
13-1081.01,30,1.9666666666666663,0.8666666666666667,0.0333333333333333,0.3333333333333333,0.0666666666666666,0.0,0.4666666666666667,0.3666666666666666,0.4
13-1081.02,31,2.5161290322580645,0.935483870967742,0.3548387096774194,0.2258064516129032,0.032258064516129,0.0,0.3548387096774194,0.5806451612903226,0.2580645161290322
13-1082.00,20,1.85,0.7,0.15,0.25,0.05,0.0,0.35,0.4,0.3
13-1111.00,11,1.818181818181818,0.8181818181818182,0.0909090909090909,0.6363636363636364,0.0,0.0,0.1818181818181818,0.7272727272727273,0.6363636363636364
13-1121.00,21,1.8095238095238095,0.6190476190476191,0.3333333333333333,0.238095238095238,0.0476190476190476,0.0,0.3333333333333333,0.5714285714285714,0.2857142857142857
13-1131.00,28,1.7142857142857142,0.6071428571428571,0.1785714285714285,0.3571428571428571,0.0357142857142857,0.0357142857142857,0.1428571428571428,0.5357142857142857,0.3928571428571428
13-1141.00,22,1.8636363636363635,0.8181818181818182,0.0909090909090909,0.7727272727272727,0.0,0.0,0.0454545454545454,0.8636363636363636,0.7727272727272727
13-1151.00,20,1.55,0.65,0.05,0.55,0.0,0.0,0.25,0.6,0.55
13-1161.00,13,2.1538461538461537,0.8461538461538461,0.0769230769230769,0.6153846153846154,0.1538461538461538,0.0,0.0769230769230769,0.6923076923076923,0.7692307692307693
13-1161.01,36,2.111111111111111,0.8611111111111112,0.0833333333333333,0.5555555555555556,0.0,0.0,0.2777777777777778,0.6388888888888888,0.5555555555555556
13-1199.04,21,1.8095238095238095,0.7619047619047619,0.0476190476190476,0.3809523809523809,0.1904761904761904,0.0,0.1904761904761904,0.4285714285714285,0.5714285714285714
13-1199.05,14,1.8571428571428572,0.7857142857142857,0.0714285714285714,0.7857142857142857,0.0,0.0,0.0714285714285714,0.8571428571428571,0.7857142857142857
13-1199.06,34,2.4411764705882355,0.7352941176470589,0.3235294117647059,0.3529411764705882,0.0294117647058823,0.0294117647058823,0.2352941176470588,0.6764705882352942,0.3823529411764705
13-1199.07,23,1.4782608695652173,0.6086956521739131,0.1739130434782608,0.3043478260869565,0.1304347826086956,0.0434782608695652,0.1304347826086956,0.4782608695652174,0.4347826086956521
13-2011.00,29,2.3448275862068964,0.8275862068965517,0.4827586206896552,0.2413793103448276,0.1724137931034483,0.0,0.0,0.7241379310344828,0.4137931034482758
13-2022.00,14,2.2142857142857144,0.8571428571428571,0.2142857142857142,0.2142857142857142,0.3571428571428571,0.0714285714285714,0.0714285714285714,0.4285714285714285,0.5714285714285714
13-2023.00,28,2.0357142857142856,0.7857142857142857,0.2857142857142857,0.3571428571428571,0.1785714285714285,0.0357142857142857,0.0714285714285714,0.6428571428571429,0.5357142857142857
13-2031.00,13,1.6923076923076923,0.7692307692307693,0.2307692307692307,0.3846153846153846,0.0,0.0,0.1538461538461538,0.6153846153846154,0.3846153846153846
13-2041.00,11,2.727272727272727,0.8181818181818182,0.3636363636363636,0.3636363636363636,0.1818181818181818,0.0,0.0909090909090909,0.7272727272727273,0.5454545454545454
13-2051.00,26,1.7307692307692308,0.6923076923076923,0.0384615384615384,0.3846153846153846,0.2307692307692307,0.0,0.1538461538461538,0.4230769230769231,0.6153846153846154
13-2052.00,21,1.9047619047619049,0.8571428571428571,0.1904761904761904,0.3809523809523809,0.1428571428571428,0.0,0.1904761904761904,0.5714285714285714,0.5238095238095238
13-2053.00,7,2.4285714285714284,1.0,0.2857142857142857,0.1428571428571428,0.4285714285714285,0.0,0.1428571428571428,0.4285714285714285,0.5714285714285714
13-2054.00,30,2.1333333333333333,0.9333333333333332,0.0333333333333333,0.6666666666666666,0.1,0.0,0.1333333333333333,0.7,0.7666666666666667
13-2061.00,17,1.6470588235294117,0.6470588235294118,0.1764705882352941,0.2941176470588235,0.1176470588235294,0.0,0.1176470588235294,0.4705882352941176,0.4117647058823529
13-2071.00,23,2.0,0.6521739130434783,0.3043478260869565,0.4347826086956521,0.0869565217391304,0.0,0.1739130434782608,0.7391304347826086,0.5217391304347826
13-2072.00,30,2.2333333333333334,0.6,0.4666666666666667,0.2333333333333333,0.0333333333333333,0.0,0.1666666666666666,0.7,0.2666666666666666
13-2081.00,21,2.2857142857142856,0.8095238095238095,0.5714285714285714,0.3333333333333333,0.0476190476190476,0.0,0.0,0.9047619047619048,0.3809523809523809
13-2082.00,12,2.5833333333333335,0.8333333333333334,0.5,0.4166666666666667,0.0,0.0,0.0833333333333333,0.9166666666666666,0.4166666666666667
13-2099.01,21,1.8095238095238095,0.8095238095238095,0.0952380952380952,0.5714285714285714,0.0476190476190476,0.0,0.0952380952380952,0.6666666666666666,0.6190476190476191
13-2099.04,23,1.434782608695652,0.5652173913043478,0.1304347826086956,0.2608695652173913,0.3043478260869565,0.0434782608695652,0.0,0.391304347826087,0.5652173913043478
15-1211.00,22,1.7727272727272727,0.8181818181818182,0.0454545454545454,0.6363636363636364,0.0909090909090909,0.0,0.0909090909090909,0.6818181818181818,0.7272727272727273
15-1211.01,17,1.1764705882352942,0.4705882352941176,0.1176470588235294,0.4705882352941176,0.0,0.0588235294117647,0.0,0.5882352941176471,0.4705882352941176
15-1212.00,11,2.0,0.6363636363636364,0.5454545454545454,0.2727272727272727,0.0,0.0,0.0,0.8181818181818182,0.2727272727272727
15-1221.00,15,1.3333333333333333,0.4666666666666667,0.0666666666666666,0.2,0.0666666666666666,0.0,0.1333333333333333,0.2666666666666666,0.2666666666666666
15-1231.00,26,2.1538461538461537,0.6923076923076923,0.4615384615384615,0.2692307692307692,0.1153846153846153,0.1153846153846153,0.0384615384615384,0.7307692307692307,0.3846153846153846
15-1232.00,16,2.125,0.6875,0.375,0.4375,0.0625,0.0,0.0,0.8125,0.5
15-1241.00,33,1.9090909090909092,0.7272727272727273,0.2121212121212121,0.303030303030303,0.0,0.0,0.4242424242424242,0.5151515151515151,0.303030303030303
15-1241.01,26,2.0,0.6923076923076923,0.1923076923076923,0.3461538461538461,0.0769230769230769,0.0769230769230769,0.1923076923076923,0.5384615384615384,0.4230769230769231
15-1242.00,18,2.111111111111111,0.8888888888888888,0.2222222222222222,0.5,0.0,0.0,0.2222222222222222,0.7222222222222222,0.5
15-1243.00,25,1.84,0.76,0.24,0.4,0.04,0.0,0.24,0.64,0.44
15-1243.01,18,2.1666666666666665,0.8888888888888888,0.3333333333333333,0.3888888888888889,0.0555555555555555,0.0,0.1666666666666666,0.7222222222222222,0.4444444444444444
15-1244.00,20,2.1,0.65,0.35,0.2,0.05,0.05,0.35,0.55,0.25
15-1251.00,17,2.2941176470588234,0.7058823529411765,0.1764705882352941,0.5294117647058824,0.0,0.0,0.0588235294117647,0.7058823529411765,0.5294117647058824
15-1252.00,17,1.6470588235294117,0.7058823529411765,0.0,0.4117647058823529,0.0,0.0,0.2941176470588235,0.4117647058823529,0.4117647058823529
15-1253.00,30,2.2333333333333334,0.8666666666666667,0.2333333333333333,0.4333333333333333,0.2,0.0,0.1,0.6666666666666666,0.6333333333333333
15-1254.00,29,2.103448275862069,0.6896551724137931,0.3103448275862069,0.4827586206896552,0.0344827586206896,0.0,0.0689655172413793,0.7931034482758621,0.5172413793103449
15-1255.00,30,2.066666666666667,0.7666666666666667,0.2666666666666666,0.6,0.0,0.0,0.0333333333333333,0.8666666666666667,0.6
15-1255.01,24,1.5,0.625,0.0,0.6666666666666666,0.0416666666666666,0.0,0.0833333333333333,0.6666666666666666,0.7083333333333334
15-1299.01,35,2.1714285714285713,0.8285714285714286,0.3428571428571428,0.4,0.1428571428571428,0.0,0.0857142857142857,0.7428571428571429,0.5428571428571428
15-1299.02,29,2.103448275862069,0.9310344827586208,0.2413793103448276,0.6206896551724138,0.0689655172413793,0.0,0.0344827586206896,0.8620689655172413,0.6896551724137931
15-1299.03,23,2.0434782608695654,0.6956521739130435,0.391304347826087,0.391304347826087,0.0869565217391304,0.0,0.0,0.782608695652174,0.4782608695652174
15-1299.04,22,1.7727272727272727,0.8181818181818182,0.1818181818181818,0.5,0.1363636363636363,0.0454545454545454,0.0,0.6818181818181818,0.6363636363636364
15-1299.05,20,1.85,0.8,0.05,0.35,0.3,0.0,0.25,0.4,0.65
15-1299.06,20,2.0,0.75,0.35,0.3,0.25,0.0,0.1,0.65,0.55
15-1299.07,17,1.7058823529411764,0.7058823529411765,0.4117647058823529,0.2352941176470588,0.0588235294117647,0.0,0.1176470588235294,0.6470588235294118,0.2941176470588235
15-1299.08,28,1.8214285714285712,0.75,0.1428571428571428,0.4642857142857143,0.1428571428571428,0.0,0.1428571428571428,0.6071428571428571,0.6071428571428571
15-1299.09,21,1.8571428571428572,0.7619047619047619,0.238095238095238,0.1904761904761904,0.0952380952380952,0.0,0.3809523809523809,0.4285714285714285,0.2857142857142857
15-2011.00,15,1.4666666666666666,0.6666666666666666,0.0666666666666666,0.3333333333333333,0.2,0.0,0.1333333333333333,0.4,0.5333333333333333
15-2021.00,12,1.25,0.5833333333333334,0.0,0.5833333333333334,0.0,0.0,0.0,0.5833333333333334,0.5833333333333334
15-2031.00,17,1.7058823529411764,0.7647058823529411,0.0588235294117647,0.4117647058823529,0.0588235294117647,0.0,0.2352941176470588,0.4705882352941176,0.4705882352941176
15-2041.00,19,1.894736842105263,0.8947368421052632,0.0526315789473684,0.5789473684210527,0.1578947368421052,0.0,0.1052631578947368,0.631578947368421,0.7368421052631579
15-2041.01,25,1.96,0.84,0.16,0.6,0.04,0.0,0.08,0.76,0.64
15-2051.00,16,2.3125,0.875,0.125,0.6875,0.0625,0.0,0.125,0.8125,0.75
15-2051.01,17,2.1176470588235294,0.9411764705882352,0.2941176470588235,0.5882352941176471,0.0588235294117647,0.0,0.0,0.8823529411764706,0.6470588235294118
15-2051.02,21,2.0,0.7619047619047619,0.1904761904761904,0.5714285714285714,0.0476190476190476,0.0,0.0,0.7619047619047619,0.6190476190476191
15-2099.01,19,1.894736842105263,0.7894736842105263,0.1578947368421052,0.5789473684210527,0.0526315789473684,0.0,0.0526315789473684,0.7368421052631579,0.631578947368421
17-1011.00,24,1.7083333333333333,0.6666666666666666,0.125,0.4583333333333333,0.0833333333333333,0.0,0.2083333333333333,0.5833333333333334,0.5416666666666666
17-1012.00,19,1.5789473684210529,0.5789473684210527,0.0526315789473684,0.3157894736842105,0.1578947368421052,0.0,0.2105263157894736,0.3684210526315789,0.4736842105263157
17-1021.00,14,2.5,0.8571428571428571,0.0714285714285714,0.4285714285714285,0.2142857142857142,0.0,0.2142857142857142,0.5,0.6428571428571429
17-1022.00,24,2.0,0.625,0.1666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0416666666666666,0.5,0.3333333333333333
17-1022.01,16,1.875,0.375,0.4375,0.125,0.125,0.125,0.0,0.5625,0.25
17-2011.00,16,1.375,0.5,0.0625,0.1875,0.25,0.0625,0.25,0.25,0.4375
17-2021.00,14,1.3571428571428572,0.3571428571428571,0.0,0.2142857142857142,0.0,0.1428571428571428,0.2857142857142857,0.2142857142857142,0.2142857142857142
17-2031.00,30,1.3,0.5333333333333333,0.0333333333333333,0.2666666666666666,0.1333333333333333,0.0333333333333333,0.1333333333333333,0.3,0.4
17-2041.00,14,1.5714285714285714,0.6428571428571429,0.0714285714285714,0.2142857142857142,0.1428571428571428,0.0,0.4285714285714285,0.2857142857142857,0.3571428571428571
17-2051.00,16,1.5625,0.5,0.0625,0.1875,0.125,0.125,0.3125,0.25,0.3125
17-2051.01,26,1.8076923076923077,0.8846153846153846,0.0384615384615384,0.2307692307692307,0.1923076923076923,0.0769230769230769,0.3846153846153846,0.2692307692307692,0.4230769230769231
17-2051.02,28,1.5714285714285714,0.5714285714285714,0.0357142857142857,0.2142857142857142,0.1071428571428571,0.0,0.5,0.25,0.3214285714285714
17-2061.00,18,1.5555555555555556,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.0,0.0555555555555555,0.3888888888888889,0.4444444444444444,0.3333333333333333
17-2071.00,22,1.8636363636363635,0.8636363636363636,0.0909090909090909,0.3181818181818182,0.0454545454545454,0.0454545454545454,0.4090909090909091,0.4090909090909091,0.3636363636363636
17-2072.00,20,1.55,0.65,0.05,0.35,0.0,0.05,0.3,0.4,0.35
17-2072.01,21,1.6666666666666667,0.4761904761904761,0.2857142857142857,0.2857142857142857,0.0476190476190476,0.0952380952380952,0.1428571428571428,0.5714285714285714,0.3333333333333333
17-2081.00,29,1.7241379310344829,0.7241379310344828,0.1034482758620689,0.4137931034482758,0.0344827586206896,0.0344827586206896,0.2068965517241379,0.5172413793103449,0.4482758620689655
17-2111.00,27,1.3703703703703705,0.5555555555555556,0.0,0.4814814814814814,0.1111111111111111,0.037037037037037,0.0,0.4814814814814814,0.5925925925925926
17-2111.02,14,1.0,0.3571428571428571,0.0,0.3571428571428571,0.2857142857142857,0.0,0.0714285714285714,0.3571428571428571,0.6428571428571429
17-2112.00,20,2.1,0.85,0.1,0.15,0.05,0.0,0.55,0.25,0.2
17-2112.01,26,1.4230769230769231,0.6153846153846154,0.0384615384615384,0.3461538461538461,0.1923076923076923,0.0,0.0384615384615384,0.3846153846153846,0.5384615384615384
17-2112.02,21,1.7142857142857142,0.5714285714285714,0.3809523809523809,0.238095238095238,0.0,0.0476190476190476,0.1428571428571428,0.6190476190476191,0.238095238095238
17-2112.03,24,1.6666666666666667,0.75,0.0,0.25,0.1666666666666666,0.0,0.375,0.25,0.4166666666666667
17-2121.00,30,1.7,0.7,0.1333333333333333,0.2333333333333333,0.1333333333333333,0.0666666666666666,0.3333333333333333,0.3666666666666666,0.3666666666666666
17-2131.00,21,1.6666666666666667,0.6666666666666666,0.0,0.2857142857142857,0.0952380952380952,0.0952380952380952,0.2857142857142857,0.2857142857142857,0.3809523809523809
17-2141.00,28,1.6428571428571428,0.75,0.0714285714285714,0.2857142857142857,0.1071428571428571,0.0357142857142857,0.3571428571428571,0.3571428571428571,0.3928571428571428
17-2141.01,26,1.3076923076923077,0.6153846153846154,0.0384615384615384,0.2692307692307692,0.0769230769230769,0.0769230769230769,0.2692307692307692,0.3076923076923077,0.3461538461538461
17-2141.02,25,1.52,0.72,0.04,0.36,0.04,0.0,0.32,0.4,0.4
17-2151.00,18,1.3333333333333333,0.3888888888888889,0.0555555555555555,0.2222222222222222,0.1111111111111111,0.0555555555555555,0.3333333333333333,0.2777777777777778,0.3333333333333333
17-2161.00,20,0.95,0.3,0.05,0.3,0.1,0.0,0.2,0.35,0.4
17-2171.00,23,1.608695652173913,0.6086956521739131,0.0434782608695652,0.1304347826086956,0.0,0.1739130434782608,0.5652173913043478,0.1739130434782608,0.1304347826086956
17-2199.03,21,1.8571428571428572,0.7619047619047619,0.0476190476190476,0.3333333333333333,0.238095238095238,0.0476190476190476,0.238095238095238,0.3809523809523809,0.5714285714285714
17-2199.05,23,1.4782608695652173,0.6521739130434783,0.1304347826086956,0.217391304347826,0.0,0.0,0.391304347826087,0.3478260869565217,0.217391304347826
17-2199.06,31,1.2258064516129032,0.4193548387096774,0.0967741935483871,0.2258064516129032,0.0967741935483871,0.032258064516129,0.1935483870967742,0.3225806451612903,0.3225806451612903
17-2199.07,26,1.0,0.2692307692307692,0.0,0.3076923076923077,0.0,0.0769230769230769,0.1923076923076923,0.3076923076923077,0.3076923076923077
17-2199.08,24,1.2916666666666667,0.375,0.2083333333333333,0.0833333333333333,0.1666666666666666,0.0,0.0833333333333333,0.2916666666666667,0.25
17-2199.09,25,0.6,0.2,0.0,0.24,0.0,0.08,0.04,0.24,0.24
17-2199.10,16,1.4375,0.6875,0.0,0.0625,0.25,0.0625,0.375,0.0625,0.3125
17-2199.11,13,1.6153846153846154,0.6153846153846154,0.1538461538461538,0.2307692307692307,0.0,0.0769230769230769,0.4615384615384615,0.3846153846153846,0.2307692307692307
17-3011.00,28,2.1785714285714284,0.6071428571428571,0.2857142857142857,0.3571428571428571,0.1071428571428571,0.0357142857142857,0.1428571428571428,0.6428571428571429,0.4642857142857143
17-3012.00,30,1.9333333333333331,0.5333333333333333,0.2666666666666666,0.3,0.0333333333333333,0.1,0.1,0.5666666666666667,0.3333333333333333
17-3013.00,15,2.0,0.8,0.1333333333333333,0.4666666666666667,0.0,0.0666666666666666,0.2,0.6,0.4666666666666667
17-3021.00,11,1.5454545454545454,0.3636363636363636,0.2727272727272727,0.0,0.0,0.4545454545454545,0.1818181818181818,0.2727272727272727,0.0
17-3022.00,14,1.7857142857142858,0.7142857142857143,0.2142857142857142,0.2857142857142857,0.0714285714285714,0.1428571428571428,0.1428571428571428,0.5,0.3571428571428571
