iso3,nace_r2,n_isic2_matched,ai_any_pct,year_used,atlas_exposure,atlas_substitution_share,atlas_augmentation_share,atlas_ai_material_share,atlas_llm_like_share,atlas_physical_share
CZE,C10-C12,3,5.44,2024.0,2.317662514253509,0.7359431090433902,0.013347986301125728,0.2904823674729906,0.06436500002097635,0.6187717586517488
DEU,C10-C12,3,9.25,2024.0,2.344137053015791,0.7780903305440091,0.006654359869724854,0.37053661240621166,0.018630783684330694,0.6497611782958778
DNK,C10-C12,3,14.32,2024.0,2.4724753239592148,0.7580413115553783,0.008985636851040082,0.406490707584296,0.017150770898990395,0.6986684961115631
GRC,C10-C12,3,9.75,2024.0,2.158357549024442,0.6544864213737784,0.009958850896501325,0.29811338709139573,0.08639921385508477,0.6042626398595715
ESP,C10-C12,3,8.07,2024.0,2.2791288476273213,0.6467841104202734,0.00520612503760398,0.3766549024898806,0.07224835914782107,0.6562704828213093
FRA,C10-C12,3,2.4,2024.0,2.382303577054165,0.6887546046794603,0.00675890744330794,0.35271813157618453,0.0717166578065964,0.5899556024727449
HRV,C10-C12,3,5.24,2024.0,2.1798127795240383,0.7084180894967957,0.009812305733177394,0.34583431710074247,0.019601756300768342,0.7050497393935821
HUN,C10-C12,3,2.7,2024.0,2.3116234082881255,0.7397238037099713,0.014358409160095823,0.29206063547424893,0.07296876619564001,0.6232122057164897
IRL,C10-C12,3,17.22,2024.0,2.267412029878851,0.6838247365146826,0.0200617110414925,0.2751022886023126,0.017779941105242,0.7024557219217052
ITA,C10-C12,3,5.71,2024.0,2.3374365941373703,0.6829465772408083,0.016670000326045712,0.3882740491147208,0.07275144117749549,0.6593735992058546
NLD,C10-C12,3,15.76,2024.0,2.452752168076262,0.7303833469198991,0.0200617110414925,0.39696035641485045,0.06914070852676128,0.6317709027163908
NOR,C10-C12,3,8.34,2024.0,2.3366070919051323,0.7024142739218121,0.01571998318832041,0.4198421116648127,0.018622524517468594,0.6930945433327306
POL,C10-C12,3,3.62,2024.0,2.2272463546433143,0.6521206999036385,0.009897080976964862,0.35130172513332947,0.03225040690986466,0.6841369202022073
PRT,C10-C12,3,6.9,2024.0,2.2218219353704645,0.6886992620943829,0.0008437755875183331,0.23179674986738033,0.014550114119774542,0.6997351209341046
ROU,C10-C12,3,0.32,2024.0,2.2376092877293865,0.675720838895718,0.008648029471973902,0.27629299408704155,0.06801222129720914,0.6410845634374801
SRB,C10-C12,3,2.11,2024.0,2.0334608013383493,0.617293651062751,0.02575928733526457,0.2896071362493593,0.07037067983609469,0.5556348426965855
SWE,C10-C12,3,17.24,2024.0,2.3415752331694697,0.6601463039278798,0.014228970702152914,0.3804577742620158,0.01068575737801445,0.6593055949150944
SVK,C10-C12,3,4.88,2024.0,2.2129276244527607,0.6447532025170218,0.025777552133061075,0.31672825321458503,0.07479884055802845,0.6705048519530764
TUR,C10-C12,3,1.37,2024.0,2.1499156867457057,0.6887787932527809,0.00911507530898299,0.2297419866674716,0.0717186849499989,0.6495959901219356
AUT,C10-C18,9,15.05,2024.0,2.16332695781885,0.6088320531806068,0.002289889696434921,0.3102578181393598,0.08382694482075494,0.693099727293211
BEL,C10-C18,9,21.82,2024.0,2.2410422942518626,0.6429738251167172,0.009715202024975557,0.35902312949503146,0.07369035939185024,0.7216516019107124
BGR,C10-C18,9,3.16,2024.0,1.9622987563742766,0.5563229860970272,0.0060006261591045605,0.3076530209542021,0.07324721060099453,0.7059446678882451
CZE,C10-C18,9,5.84,2024.0,2.1205130841640516,0.6312149009325313,0.004449328767041909,0.2700886763854299,0.08016718997367528,0.6930952284427985
DEU,C10-C18,9,11.75,2024.0,2.1982964471883437,0.6280916180276153,0.0074477541925046424,0.32446082661279296,0.0662119150989945,0.6961746300455623
DNK,C10-C18,9,16.26,2024.0,2.2633256931491355,0.6750976820810631,0.004668062626023574,0.33933295484167275,0.06646056681141896,0.7161011128613008
GRC,C10-C18,9,7.75,2024.0,1.9826749064236973,0.5722157032534803,0.004523192361491552,0.26008986951364377,0.07527817448934311,0.6934045098498842
ESP,C10-C18,9,8.01,2024.0,2.092883570880944,0.6010912950182181,0.0038483169570181735,0.2899073551381921,0.07835841668440119,0.6979203947760061
FIN,C10-C18,9,20.83,2024.0,2.1680305145541605,0.6277354458381293,0.009080726424925856,0.3121807228890009,0.060692904153157104,0.7016487646373144
FRA,C10-C18,9,3.8,2024.0,2.1586693456278656,0.5837129499213343,0.002252969147769313,0.31942196186562055,0.0849760538687507,0.6788118167506957
HRV,C10-C18,9,5.59,2024.0,1.9948563105061057,0.5898202474419442,0.004656958795506588,0.2855496944648145,0.06277651345136187,0.7276398231604551
HUN,C10-C18,9,2.83,2024.0,2.112820660045689,0.6234330257986443,0.00791165280150845,0.2528781409101986,0.07694600838317993,0.6886125677170785
IRL,C10-C18,9,11.52,2024.0,2.1218172251478125,0.5838232892053161,0.009812753428640675,0.28633268586176003,0.044623860052086815,0.7238923580760155
ITA,C10-C18,9,6.27,2024.0,2.0773978390931536,0.5658436721282128,0.009696357175455118,0.31315718519158203,0.08535822284644644,0.7072965261813335
NLD,C10-C18,9,17.03,2024.0,2.234286583877554,0.6450177734367942,0.010393468196993749,0.3310519680727279,0.07986898588169042,0.6837239096880627
NOR,C10-C18,9,11.74,2024.0,2.2113930111536413,0.6460267814045403,0.011956542956718327,0.32660696362667574,0.06025219824048113,0.717938833693796
POL,C10-C18,9,3.45,2024.0,2.0727913368829447,0.5866488864089467,0.003753144315848265,0.2867675165022705,0.0742760441983379,0.6889878928133206
PRT,C10-C18,9,5.42,2024.0,2.055166925198175,0.5996613141369702,0.002175009790114916,0.24724447716682152,0.07875176997466522,0.6952786429193286
ROU,C10-C18,9,0.62,2024.0,2.0094703841787975,0.5489905205198914,0.0028826764906579676,0.2489547658857679,0.08340478406628288,0.689199615217665
SRB,C10-C18,9,3.59,2024.0,1.938302492954986,0.5984382035229499,0.010988782657961747,0.2511879720720557,0.088509923860115,0.6310057391749022
SWE,C10-C18,9,17.35,2024.0,2.213694943605597,0.610350973727028,0.007868506648860815,0.32674342666475975,0.06273653071760871,0.7057990236121882
SVK,C10-C18,9,4.18,2024.0,2.0385977053546602,0.5868151368190078,0.013476694581972776,0.2967863020320349,0.08315349888284193,0.7075879988036451
TUR,C10-C18,9,2.62,2024.0,2.024353236968486,0.5438729077590746,0.005750994284867252,0.22600587612157103,0.07644968282106504,0.707328254780376
AUT,C13-C15,3,9.11,2023.0,1.92907926138411,0.4940269779850368,0.0016635440517007822,0.24243885819342656,0.09298133616591127,0.719926513002504
BGR,C13-C15,3,4.04,2024.0,1.737546166829728,0.4854390452396539,0.0014104380640862365,0.21423115666827877,0.10387692713364939,0.7193877220565597
CZE,C13-C15,3,5.17,2024.0,1.8967344743511596,0.5667705815625523,0.0,0.26689931288468355,0.09037537278036041,0.752479033026352
DEU,C13-C15,3,15.67,2024.0,2.0442145653170933,0.5039057254403932,0.0,0.2740187632979469,0.11137730293638219,0.7303505293718039
DNK,C13-C15,3,22.97,2024.0,2.019851155536364,0.6190716127427164,0.00501855102703064,0.2817063223113146,0.10406055360497424,0.7424573135480176
GRC,C13-C15,3,2.65,2024.0,1.8081012387779174,0.5542052787656232,0.0014104380640862365,0.23755521761128207,0.09365771294650253,0.7369512386757512
ESP,C13-C15,3,5.59,2024.0,1.8511199529933933,0.5622992947355864,0.0063388258334505405,0.2274426598577838,0.11761057628030297,0.6810791291782773
FRA,C13-C15,3,11.78,2024.0,1.9418353787364255,0.5087136145454121,0.0,0.28930966967907046,0.11695273298035525,0.6890590768204062
HRV,C13-C15,3,8.31,2024.0,1.825416722943381,0.5305483380353802,0.004158570653342369,0.2376330110339193,0.09650418156569664,0.7384466052748001
HUN,C13-C15,3,1.34,2024.0,1.878236829095667,0.5138315369418257,0.0,0.22893813622578865,0.08250569271808882,0.7508215230817258
IRL,C13-C15,3,6.55,2024.0,1.9650315702908046,0.5244956046474759,0.0,0.28300352635291376,0.08427500532475225,0.7136134947141941
ITA,C13-C15,3,4.61,2024.0,1.8265933523406168,0.509810867070892,0.01241907120031964,0.254956215218207,0.09301434631426826,0.7312104049593339
NLD,C13-C15,3,17.84,2024.0,1.9257692956409154,0.557959587577729,0.0,0.2832427790742385,0.0891912201337471,0.6965743475978831
NOR,C13-C15,3,16.14,2024.0,2.008786838706092,0.5444450388187497,0.004928387769364303,0.2567068301089048,0.08078335841435975,0.7505167972604313
POL,C13-C15,3,3.22,2024.0,1.9734470410280258,0.587113120987918,0.0013623519705799328,0.23694526278016417,0.10476496638827026,0.6852920989803457
PRT,C13-C15,3,4.22,2024.0,1.8453404433271645,0.5381585314352244,0.0,0.21944224465302162,0.12297769186850664,0.6911007674178317
ROU,C13-C15,3,1.19,2024.0,1.7770477069312876,0.44747361349451437,0.0,0.2083265594759822,0.09011068630336753,0.7147028852740472
SRB,C13-C15,3,4.34,2024.0,1.8146694441773803,0.6145665660974139,0.0013623519705799328,0.17124158421095462,0.09178261134392214,0.6588158072576894
SWE,C13-C15,3,16.79,2024.0,1.9844387552533487,0.532921146287416,0.0,0.2904472511094562,0.09650418156569664,0.7328370836933716
SVK,C13-C15,3,1.97,2024.0,1.7850250448800422,0.5431527365549862,0.01245224348897016,0.2860054444543976,0.10170633135446627,0.7016890082028043
TUR,C13-C15,3,2.62,2024.0,1.8621466829662963,0.4172105874105001,0.006428989091116877,0.23012983835342168,0.09173395253287604,0.753925371165705
AUT,C16-C18,3,14.24,2024.0,2.1776046146062686,0.5773312132189328,0.0,0.3290872979422487,0.09262491582794109,0.7032452785931932
BGR,C16-C18,3,4.51,2024.0,2.0175732302928857,0.525988014721787,0.0,0.2924713216365136,0.09863158486856342,0.7002629085357293
CZE,C16-C18,3,6.75,2024.0,2.1471422638874866,0.590931012191651,0.0,0.2528843487986155,0.085761197119689,0.708034893650295
DEU,C16-C18,3,15.8,2024.0,2.2065377232321475,0.6022787980984435,0.015688902707789075,0.3288271041342204,0.06862765867627063,0.7084121824690054
DNK,C16-C18,3,17.75,2024.0,2.2976505999518264,0.6481801219450946,0.0,0.3298018346294077,0.07817037593029225,0.7071775289243217
GRC,C16-C18,3,3.76,2024.0,1.9815659314687324,0.5079554096210391,0.0022002881238870936,0.24460100383825356,0.04577759666644204,0.7389996510143302
ESP,C16-C18,3,9.8,2024.0,2.1484019120221176,0.5941904798987945,0.0,0.2656245030669118,0.04521631462507949,0.7564115723284318
FRA,C16-C18,3,5.44,2024.0,2.1518690810930075,0.5536706305391307,0.0,0.31623808434160666,0.06625877081930044,0.7574207709589361
HRV,C16-C18,3,4.83,2024.0,1.9793394290508974,0.5304943147936565,0.0,0.27318175525978167,0.07222360248762061,0.739423124812983
HUN,C16-C18,3,4.04,2024.0,2.1486017427532755,0.6167437367441361,0.009376549244429525,0.2376356510305581,0.07536356623581096,0.6918039743530199
IRL,C16-C18,3,1.2,2024.0,2.1330080752737826,0.54314952645379,0.009376549244429525,0.3008922426300537,0.03181663372626619,0.7556078575921471
ITA,C16-C18,3,10.62,2024.0,2.0681635708014743,0.5047735720729382,0.0,0.29624129124181836,0.09030888104757556,0.731305574378812
NLD,C16-C18,3,19.04,2024.0,2.3243382879154844,0.6467103858127546,0.011118693549488745,0.3129527687290948,0.08127502898456286,0.7228264787499143
NOR,C16-C18,3,18.5,2024.0,2.2887851028496997,0.691221031473059,0.015221257912470261,0.30327194910630967,0.08135071178961502,0.710205160488226
POL,C16-C18,3,3.36,2024.0,2.0176806149774933,0.5207128383352836,0.0,0.2720555615933176,0.08581275929687876,0.6975346592574087
PRT,C16-C18,3,6.46,2024.0,2.098338396896896,0.5721261488813031,0.0056812537828264155,0.29049443698006255,0.09872750393571446,0.695000040406049
ROU,C16-C18,3,0.46,2024.0,2.0137541578757188,0.5237771091694418,0.0,0.26224474409427995,0.092091444598272,0.7118113969414677
SRB,C16-C18,3,5.45,2024.0,1.9667772333492277,0.5634543934086845,0.005844708668040735,0.2927151957558531,0.10337648040032817,0.6785665675704317
SWE,C16-C18,3,17.56,2024.0,2.315070842393972,0.6379854709657882,0.009376549244429525,0.3093252546228073,0.08101965320911497,0.725254392228099
SVK,C16-C18,3,4.64,2024.0,2.117840446731178,0.5725394713850153,0.0022002881238870936,0.2876252084271222,0.07295532473603107,0.7505701362550544
TUR,C16-C18,3,5.47,2024.0,2.0609973411934566,0.5256293426139428,0.0017089184545018904,0.2181458033438198,0.06589641098032015,0.7184634030534872
BEL,C19,1,83.33,2024.0,2.2445693911729903,0.5890473937598398,0.0,0.5130272528660493,0.0,0.3528712811246039
DEU,C19,1,40.35,2024.0,2.2472604667549128,0.5617551723859691,0.0,0.3664470551762842,0.0,0.4147431033518751
DNK,C19,1,0.0,2024.0,2.2699278597344072,0.5602201073651308,0.027767072617962168,0.516428179615166,0.0,0.38148521274431724
GRC,C19,1,57.14,2024.0,2.01777591796524,0.5425590828817974,0.0,0.3119745719886732,0.0,0.4147431033518751
ESP,C19,1,80.0,2024.0,2.243050559549118,0.6108279691572653,0.0,0.43011432084579626,0.0,0.38148521274431724
HUN,C19,1,50.0,2024.0,2.253670817949003,0.6160356837739516,0.027767072617962168,0.4255673343153557,0.0,0.4147431033518751
IRL,C19,1,0.0,2024.0,2.181136667277559,0.6176157853907016,0.05847147773954036,0.45573712025605684,0.0,0.3814536659252267
NLD,C19,1,19.64,2024.0,2.1646306133327338,0.542058026551431,0.0,0.42858867621861957,0.0,0.3528712811246039
POL,C19,1,8.33,2024.0,2.0913558599137945,0.5343612589249223,0.0,0.33647235469132414,0.0,0.4147431033518751
PRT,C19,1,12.5,2024.0,2.094357556823757,0.5587553429902894,0.027767072617962168,0.4562351311396573,0.0,0.3528712811246039
ROU,C19,1,16.67,2024.0,2.070114350330845,0.5365291813466527,0.0,0.30335963911401753,0.0,0.4147431033518751
SRB,C19,1,50.0,2024.0,2.0445830976365307,0.5869331346010913,0.027767072617962168,0.3066435777781401,0.0,0.3585190530965449
SWE,C19,1,50.0,2024.0,2.3197569834809837,0.6650202956038032,0.0,0.4240516045233779,0.0,0.4146766638449941
SVK,C19,1,33.33,2024.0,2.0725902630535518,0.5605468518113244,0.11485457030985828,0.3395439355848275,0.0,0.4147431033518751
TUR,C19,1,7.79,2024.0,2.07145087431031,0.6142120541567914,0.0,0.3928371016009524,0.0,0.4147431033518751
AUT,C19-C23,5,20.13,2024.0,2.051941879454808,0.5231727979950596,0.0019202719219396965,0.3061186365526134,0.03904813672680097,0.5348957074363858
BEL,C19-C23,5,24.72,2024.0,2.091046093793021,0.5650125676907216,0.040928251907459155,0.3229581687408051,0.05235331142267909,0.5601790574516669
BGR,C19-C23,5,8.48,2024.0,1.873655854516818,0.48501067810327186,0.044711382676322894,0.27066673908047806,0.06226880380226353,0.5580267092141517
CZE,C19-C23,5,13.98,2024.0,2.024661499405218,0.5671977215322677,0.0706726509027542,0.2623671550241077,0.056829016210926384,0.5326161042571115
DEU,C19-C23,5,20.84,2024.0,2.0698735133644215,0.5360601297264143,0.026249185535067814,0.34724691875524816,0.05705041850420536,0.5619778223681686
DNK,C19-C23,5,26.03,2024.0,2.156299987590354,0.5759011718993083,0.04548852280292055,0.3547751810624017,0.04675632043471175,0.5640509377667724
GRC,C19-C23,5,8.18,2024.0,1.8443451610009127,0.5348585977152246,0.009584272061161424,0.20637314175111027,0.029341054132225007,0.5714815284379714
ESP,C19-C23,5,11.31,2024.0,2.070563773124493,0.5941752238153898,0.04389587622177079,0.3051563558123476,0.04240197469852179,0.5247157795518163
FIN,C19-C23,5,17.32,2024.0,2.0727018507197332,0.5427072316140938,0.017852468025110015,0.309766037378138,0.0430600156033321,0.5457768065695693
FRA,C19-C23,5,11.91,2024.0,2.080635716868453,0.5579485073491939,0.005458200704899383,0.3269865476719078,0.05390324402960424,0.5612064614879747
HRV,C19-C23,5,9.41,2024.0,1.9220244067812018,0.5622784452467948,0.05308227124410371,0.2625284526016057,0.04991117057544493,0.5742039479102411
HUN,C19-C23,5,5.44,2024.0,1.9472389507208123,0.5311047001871405,0.009478528914770282,0.24758399764161226,0.037103283447982145,0.551837785331853
IRL,C19-C23,5,33.22,2024.0,1.9984455734167255,0.5516915264857307,0.03585348334844168,0.30709677927727824,0.06320765479910115,0.5434590123609546
ITA,C19-C23,5,10.46,2024.0,2.0476009424014783,0.5520903443458822,0.018956363634488205,0.31533440626495224,0.05601253872174026,0.560908949094087
NLD,C19-C23,5,22.87,2024.0,2.0939027143624265,0.549427563121273,0.03717181021116956,0.29417552572698896,0.0413411113453643,0.5636548017125935
NOR,C19-C23,5,15.64,2024.0,2.1291185732906093,0.5767141009069532,0.041122429039718425,0.273942303889365,0.05694278226678138,0.5301874314799802
POL,C19-C23,5,8.16,2024.0,1.938468883094568,0.5261637502631512,0.00394335645901811,0.26475238630430387,0.061570547684619045,0.5533083479171209
PRT,C19-C23,5,12.24,2024.0,1.9215580034766488,0.5388335469327622,0.015828092575370455,0.2676090681208251,0.0536017346932002,0.5455173781534108
ROU,C19-C23,5,2.38,2024.0,1.8595637663601117,0.5175478558908239,0.004742177904968383,0.21024483898387575,0.011984971221972783,0.5559696884753061
SRB,C19-C23,5,10.58,2024.0,1.8037623097234152,0.5041254219864346,0.05937246723942796,0.24885216631776902,0.04776048044833435,0.527038550397008
SWE,C19-C23,5,18.27,2024.0,2.130754756131286,0.5659983164612872,0.03290185325598291,0.31935123199514936,0.050682127324485536,0.5706535397966739
SVK,C19-C23,5,10.19,2024.0,1.953129694382246,0.5008843327182858,0.06900284567593742,0.2982623331661476,0.07349514665171487,0.5483687681018499
TUR,C19-C23,5,4.82,2024.0,1.820876436524489,0.5545343428399796,0.014107556586281609,0.21191089007855135,0.04330755358553804,0.5373140966319881
AUT,C20,1,15.43,2023.0,2.0067890221992286,0.5841576885918611,0.009601359609698483,0.33469255372183054,0.03277886200529609,0.5134275932768932
CZE,C20,1,18.64,2024.0,2.045434247415089,0.6062929103493351,0.0618229332191282,0.25231315509156554,0.02322648299981864,0.5077108041625559
DEU,C20,1,23.02,2024.0,2.0409924888003643,0.5823790251408709,0.029987881980379702,0.3190978962238789,0.026278004522405123,0.5153916693497037
DNK,C20,1,30.69,2024.0,2.1919818897123,0.616648298360811,0.002832899867926722,0.3915144229297374,0.015264636685140413,0.5595296943241864
GRC,C20,1,9.8,2024.0,1.9024041757286558,0.5711702298046217,0.0069179530358615265,0.23795388175573084,0.013618282705018617,0.5618871616404032
ESP,C20,1,13.31,2024.0,2.035362065458849,0.6388298953406871,0.02452308801599369,0.35328628720812355,0.04016128435934046,0.5261953687931983
FRA,C20,1,17.71,2024.0,2.181924216754446,0.5816612675216964,0.02299730844498658,0.3713442100007549,0.03535914059050045,0.4912212451724384
HRV,C20,1,5.89,2024.0,1.9492467849539368,0.6148314687805717,0.02713347991954652,0.2558783549994182,0.022624909811972235,0.5164818447599293
HUN,C20,1,10.78,2024.0,2.016195127281602,0.5587432157868901,0.019625571955889244,0.2743402490326855,0.013618282705018617,0.5503732684115146
IRL,C20,1,27.21,2024.0,2.045022082103826,0.5947861718014597,0.010977817487282635,0.30574280337742205,0.05722599845583615,0.5582625974477768
NLD,C20,1,24.38,2024.0,2.1718868046317503,0.6256763254048052,0.04032448697987411,0.35863818237420153,0.031175207823992298,0.49901726499944005
NOR,C20,1,31.38,2024.0,2.121111912971976,0.5829255137570344,0.008655054280204839,0.28950698489267684,0.025949425684090612,0.4970525637681554
POL,C20,1,13.87,2024.0,1.8877546081544734,0.5793208946010179,0.009740665993909103,0.31021027793721795,0.04238826357003127,0.49744184465591
PRT,C20,1,11.62,2024.0,1.9037369103673356,0.5476172624180443,0.002815413146449345,0.21534052951422725,0.03720750035324608,0.5451838549848741
ROU,C20,1,3.04,2024.0,1.9634569882806927,0.5815504586602727,0.013734773223660467,0.2653961288711382,0.025241704695729197,0.5461190910695201
SRB,C20,1,0.74,2024.0,1.85232856889542,0.5427340069452156,0.02859722172148732,0.2793224867504915,0.027060234471908248,0.5405978974860389
SWE,C20,1,20.79,2024.0,2.109491718955666,0.6110926313118927,0.004133413613961984,0.35452565417637,0.022624909811972235,0.5076014560096639
SVK,C20,1,14.22,2024.0,2.029840072061414,0.554232746742132,0.03432331722925773,0.3108156833592635,0.08324416592325641,0.5372899759155696
TUR,C20,1,7.3,2024.0,1.844174026812613,0.5708333820106058,0.012266176636643318,0.2142933466286678,0.0188440648449203,0.5003164449671412
BEL,C21,1,27.23,2024.0,2.0186334586653727,0.35809972414829655,0.1849801767916788,0.3363688834724929,0.17813754565611478,0.3847293826173603
CZE,C21,1,21.04,2024.0,1.8280902726886086,0.3235613153392808,0.2637732486766806,0.34918598368803444,0.17813754565611478,0.3298143651132909
DEU,C21,1,38.25,2024.0,1.8455410177152884,0.2726089865744392,0.08888363757585671,0.5686597827223486,0.17813754565611478,0.3847293826173603
DNK,C21,1,21.95,2024.0,2.065028503584802,0.43813458945407546,0.1823103430291646,0.4630108462783547,0.17813754565611478,0.3298143651132909
GRC,C21,1,37.91,2024.0,1.6408682876241985,0.32125749170549145,0.04100340726994559,0.23506956476709623,0.06690678166724993,0.3822504940964483
ESP,C21,1,28.26,2024.0,1.9906693475877906,0.4009150162841118,0.1849801767916788,0.39803759381096754,0.12570141667295737,0.2764588096835649
FRA,C21,1,23.97,2024.0,1.843155141803979,0.35809972414829655,0.0,0.45390101135925137,0.17813754565611478,0.38887996005919345
HRV,C21,1,80.4,2024.0,1.8177016469866667,0.43813458945407546,0.19031362838722674,0.40281198470727175,0.18288296295477308,0.4371655116005177
HUN,C21,1,11.54,2024.0,1.6146057244800873,0.24289770726026888,0.0,0.2759358179083365,0.11123076398886486,0.3298143651132909
IRL,C21,1,46.12,2024.0,1.9244167912533188,0.36269418641521634,0.08146290564751603,0.5039560679037005,0.17813754565611478,0.3313738271876343
NLD,C21,1,35.46,2024.0,1.8653950211636665,0.2452158974903588,0.14097838187760586,0.3249532546917079,0.12687732520612738,0.4371655116005177
NOR,C21,1,7.69,2024.0,2.1179904353213574,0.44178753087424893,0.1924009087200195,0.4005454559295254,0.17813754565611478,0.2764588096835649
POL,C21,1,9.69,2024.0,1.7770298831529443,0.32144438130736713,0.0,0.29386419977280365,0.1881668070217867,0.3822504940964483
PRT,C21,1,17.6,2024.0,1.7174561070608396,0.35809972414829655,0.04400179491407294,0.3840017105783052,0.17813754565611478,0.2764588096835649
ROU,C21,1,3.66,2024.0,1.5823467776814042,0.24309896345844514,0.0,0.22240791027341061,0.0,0.3298143651132909
SRB,C21,1,0.0,2024.0,1.7332715538450973,0.31393608745157375,0.23052192555650886,0.4436807648757843,0.17652445693222307,0.2764588096835649
SWE,C21,1,26.97,2024.0,2.041469601980981,0.32737229936065,0.14751906605823573,0.3937033081953605,0.1856719602118348,0.3822504940964483
SVK,C21,1,11.4,2024.0,1.8642697036169509,0.20434338290022167,0.18586022453938966,0.4961545622194502,0.23810808919499218,0.3298143651132909
TUR,C21,1,15.69,2024.0,1.4859941669409804,0.30951072725327217,0.04400179491407294,0.21347042755950713,0.11123076398886486,0.3298143651132909
AUT,C22_C23,2,13.57,2024.0,1.987437555834278,0.5602732317016873,0.0,0.2329474950007178,0.02561552881992195,0.7349245154347979
BEL,C22_C23,2,12.11,2023.0,2.0397754543685007,0.6192484394034683,0.004988058150590724,0.23483435499631206,0.026358878475942562,0.7617341051564803
BGR,C22_C23,2,8.89,2024.0,1.8528428188674617,0.5699576438122104,0.013748475256609955,0.12519304353938626,0.03421956849702122,0.7400742944693439
CZE,C22_C23,2,12.82,2024.0,2.0517969537844007,0.6558518353478859,0.0,0.17104224303020182,0.041390526199349256,0.7363420354425534
DEU,C22_C23,2,18.98,2024.0,2.10778679677577,0.6317787322653959,0.006187204059551331,0.2410149298268645,0.04041827117125346,0.7475124782609524
DNK,C22_C23,2,25.09,2024.0,2.127280842460131,0.6322514321582622,0.007266149249774635,0.2014612282443753,0.020189709916151783,0.7747127083260337
